SIGLO,AÑO,CALIDADES,GENERO,TOTAL
XVII,1695,MORISCA,F,0
XVII,1695,MORISCA,M,0
XVII,1695,MULATA,F,3
XVII,1695,MULATA,M,1
XVII,1695,NEGRA,F,0
XVII,1695,NEGRA,M,0
XVII,1695,SIN_CATEGORÍA,F,1
XVII,1695,SIN_CATEGORÍA,M,0
XVII,1696,CASTIZA,F,0
XVII,1696,CASTIZA,M,0
XVII,1696,ESPAÑOLA,F,8
XVII,1696,ESPAÑOLA,M,6
XVII,1696,INDIA,F,3
XVII,1696,INDIA,M,12
XVII,1696,MESTIZA,F,4
XVII,1696,MESTIZA,M,1
XVII,1696,MORISCA,F,0
XVII,1696,MORISCA,M,0
XVII,1696,MULATA,F,6
XVII,1696,MULATA,M,1
XVII,1696,NEGRA,F,0
XVII,1696,NEGRA,M,0
XVII,1696,SIN_CATEGORÍA,F,1
XVII,1696,SIN_CATEGORÍA,M,1
XVII,1697,CASTIZA,F,0
XVII,1697,CASTIZA,M,0
XVII,1697,ESPAÑOLA,F,5
XVII,1697,ESPAÑOLA,M,7
XVII,1697,INDIA,F,7
XVII,1697,INDIA,M,9
XVII,1697,MESTIZA,F,1
XVII,1697,MESTIZA,M,0
XVII,1697,MORISCA,F,0
XVII,1697,MORISCA,M,0
XVII,1697,MULATA,F,4
XVII,1697,MULATA,M,5
XVII,1697,NEGRA,F,0
XVII,1697,NEGRA,M,0
XVII,1697,SIN_CATEGORÍA,F,0
XVII,1697,SIN_CATEGORÍA,M,1
XVII,1698,CASTIZA,F,0
XVII,1698,CASTIZA,M,0
XVII,1698,ESPAÑOLA,F,8
XVII,1698,ESPAÑOLA,M,9
XVII,1698,INDIA,F,6
XVII,1698,INDIA,M,5
XVII,1698,MESTIZA,F,2
XVII,1698,MESTIZA,M,2
XVII,1698,MORISCA,F,1
XVII,1698,MORISCA,M,0
XVII,1698,MULATA,F,3
XVII,1698,MULATA,M,2
XVII,1698,NEGRA,F,0
XVII,1698,NEGRA,M,0
XVII,1698,SIN_CATEGORÍA,F,0
XVII,1698,SIN_CATEGORÍA,M,0
XVII,1699,CASTIZA,F,0
XVII,1699,CASTIZA,M,0
XVII,1699,ESPAÑOLA,F,8
XVII,1699,ESPAÑOLA,M,10
XVII,1699,INDIA,F,8
XVII,1699,INDIA,M,8
XVII,1699,MESTIZA,F,5
XVII,1699,MESTIZA,M,2
XVII,1699,MORISCA,F,0
XVII,1699,MORISCA,M,0
XVII,1699,MULATA,F,2
XVII,1699,MULATA,M,2
XVII,1699,NEGRA,F,0
XVII,1699,NEGRA,M,0
XVII,1699,SIN_CATEGORÍA,F,0
XVII,1699,SIN_CATEGORÍA,M,0
XVII,1700,CASTIZA,F,1
XVII,1700,CASTIZA,M,0
XVII,1700,ESPAÑOLA,F,7
XVII,1700,ESPAÑOLA,M,13
XVII,1700,INDIA,F,7
XVII,1700,INDIA,M,8
XVII,1700,MESTIZA,F,2
XVII,1700,MESTIZA,M,3
XVII,1700,MORISCA,F,1
XVII,1700,MORISCA,M,0
XVII,1700,MULATA,F,3
XVII,1700,MULATA,M,5
XVII,1700,NEGRA,F,0
XVII,1700,NEGRA,M,0
XVII,1700,SIN_CATEGORÍA,F,0
XVII,1700,SIN_CATEGORÍA,M,0
XVIII,1701,CASTIZA,F,0
XVIII,1701,CASTIZA,M,0
XVIII,1701,ESPAÑOLA,F,7
XVIII,1701,ESPAÑOLA,M,10
XVIII,1701,INDIA,F,7
XVIII,1701,INDIA,M,5
XVIII,1701,MESTIZA,F,3
XVIII,1701,MESTIZA,M,1
XVIII,1701,MORISCA,F,0
XVIII,1701,MORISCA,M,0
XVIII,1701,MULATA,F,2
XVIII,1701,MULATA,M,0
XVIII,1701,NEGRA,F,0
XVIII,1701,NEGRA,M,0
XVIII,1701,SIN_CATEGORÍA,F,0
XVIII,1701,SIN_CATEGORÍA,M,0
XVIII,1702,CASTIZA,F,0
XVIII,1702,CASTIZA,M,0
XVIII,1702,ESPAÑOLA,F,0
XVIII,1702,ESPAÑOLA,M,1
XVIII,1702,INDIA,F,0
XVIII,1702,INDIA,M,2
XVIII,1702,MESTIZA,F,0
XVIII,1702,MESTIZA,M,0
XVIII,1702,MORISCA,F,0
XVIII,1702,MORISCA,M,0
XVIII,1702,MULATA,F,0
XVIII,1702,MULATA,M,0
XVIII,1702,NEGRA,F,0
XVIII,1702,NEGRA,M,0
XVIII,1702,SIN_CATEGORÍA,F,0
XVIII,1702,SIN_CATEGORÍA,M,0
XVIII,1703,CASTIZA,F,0
XVIII,1703,CASTIZA,M,0
XVIII,1703,ESPAÑOLA,F,8
XVIII,1703,ESPAÑOLA,M,8
XVIII,1703,INDIA,F,6
XVIII,1703,INDIA,M,2
XVIII,1703,MESTIZA,F,1
XVIII,1703,MESTIZA,M,2
XVIII,1703,MORISCA,F,1
XVIII,1703,MORISCA,M,3
XVIII,1703,MULATA,F,5
XVIII,1703,MULATA,M,5
XVIII,1703,NEGRA,F,0
XVIII,1703,NEGRA,M,0
XVIII,1703,SIN_CATEGORÍA,F,1
XVIII,1703,SIN_CATEGORÍA,M,0
XVIII,1704,CASTIZA,F,0
XVIII,1704,CASTIZA,M,0
XVIII,1704,ESPAÑOLA,F,4
XVIII,1704,ESPAÑOLA,M,7
XVIII,1704,INDIA,F,4
XVIII,1704,INDIA,M,8
XVIII,1704,MESTIZA,F,0
XVIII,1704,MESTIZA,M,2
XVIII,1704,MORISCA,F,0
XVIII,1704,MORISCA,M,1
XVIII,1704,MULATA,F,2
XVIII,1704,MULATA,M,4
XVIII,1704,NEGRA,F,0
XVIII,1704,NEGRA,M,0
XVIII,1704,SIN_CATEGORÍA,F,2
XVIII,1704,SIN_CATEGORÍA,M,2
XVIII,1705,CASTIZA,F,0
XVIII,1705,CASTIZA,M,0
XVIII,1705,ESPAÑOLA,F,14
XVIII,1705,ESPAÑOLA,M,7
XVIII,1705,INDIA,F,13
XVIII,1705,INDIA,M,9
XVIII,1705,MESTIZA,F,1
XVIII,1705,MESTIZA,M,1
XVIII,1705,MORISCA,F,0
XVIII,1705,MORISCA,M,0
XVIII,1705,MULATA,F,2
XVIII,1705,MULATA,M,4
XVIII,1705,NEGRA,F,0
XVIII,1705,NEGRA,M,0
XVIII,1705,SIN_CATEGORÍA,F,0
XVIII,1705,SIN_CATEGORÍA,M,1
XVIII,1706,CASTIZA,F,0
XVIII,1706,CASTIZA,M,0
XVIII,1706,ESPAÑOLA,F,7
XVIII,1706,ESPAÑOLA,M,10
XVIII,1706,INDIA,F,9
XVIII,1706,INDIA,M,11
XVIII,1706,MESTIZA,F,1
XVIII,1706,MESTIZA,M,3
XVIII,1706,MORISCA,F,0
XVIII,1706,MORISCA,M,0
XVIII,1706,MULATA,F,3
XVIII,1706,MULATA,M,4
XVIII,1706,NEGRA,F,0
XVIII,1706,NEGRA,M,0
XVIII,1706,SIN_CATEGORÍA,F,4
XVIII,1706,SIN_CATEGORÍA,M,2
XVIII,1707,CASTIZA,F,0
XVIII,1707,CASTIZA,M,0
XVIII,1707,ESPAÑOLA,F,11
XVIII,1707,ESPAÑOLA,M,13
XVIII,1707,INDIA,F,17
XVIII,1707,INDIA,M,17
XVIII,1707,MESTIZA,F,4
XVIII,1707,MESTIZA,M,1
XVIII,1707,MORISCA,F,0
XVIII,1707,MORISCA,M,0
XVIII,1707,MULATA,F,9
XVIII,1707,MULATA,M,4
XVIII,1707,NEGRA,F,0
XVIII,1707,NEGRA,M,1
XVIII,1707,SIN_CATEGORÍA,F,0
XVIII,1707,SIN_CATEGORÍA,M,0
XVIII,1708,CASTIZA,F,0
XVIII,1708,CASTIZA,M,0
XVIII,1708,ESPAÑOLA,F,10
XVIII,1708,ESPAÑOLA,M,4
XVIII,1708,INDIA,F,15
XVIII,1708,INDIA,M,19
XVIII,1708,MESTIZA,F,6
XVIII,1708,MESTIZA,M,2
XVIII,1708,MORISCA,F,0
XVIII,1708,MORISCA,M,0
XVIII,1708,MULATA,F,2
XVIII,1708,MULATA,M,3
XVIII,1708,NEGRA,F,1
XVIII,1708,NEGRA,M,1
XVIII,1708,SIN_CATEGORÍA,F,0
XVIII,1708,SIN_CATEGORÍA,M,2
XVIII,1709,CASTIZA,F,0
XVIII,1709,CASTIZA,M,0
XVIII,1709,ESPAÑOLA,F,12
XVIII,1709,ESPAÑOLA,M,13
XVIII,1709,INDIA,F,18
XVIII,1709,INDIA,M,13
XVIII,1709,MESTIZA,F,3
XVIII,1709,MESTIZA,M,1
XVIII,1709,MORISCA,F,0
XVIII,1709,MORISCA,M,1
XVIII,1709,MULATA,F,3
XVIII,1709,MULATA,M,3
XVIII,1709,NEGRA,F,0
XVIII,1709,NEGRA,M,0
XVIII,1709,SIN_CATEGORÍA,F,0
XVIII,1709,SIN_CATEGORÍA,M,0
XVIII,1710,CASTIZA,F,0
XVIII,1710,CASTIZA,M,0
XVIII,1710,ESPAÑOLA,F,7
XVIII,1710,ESPAÑOLA,M,16
XVIII,1710,INDIA,F,7
XVIII,1710,INDIA,M,12
XVIII,1710,MESTIZA,F,2
XVIII,1710,MESTIZA,M,2
XVIII,1710,MORISCA,F,2
XVIII,1710,MORISCA,M,1
XVIII,1710,MULATA,F,2
XVIII,1710,MULATA,M,1
XVIII,1710,NEGRA,F,0
XVIII,1710,NEGRA,M,0
XVIII,1710,SIN_CATEGORÍA,F,0
XVIII,1710,SIN_CATEGORÍA,M,1
XVIII,1711,CASTIZA,F,0
XVIII,1711,CASTIZA,M,0
XVIII,1711,ESPAÑOLA,F,6
XVIII,1711,ESPAÑOLA,M,21
XVIII,1711,INDIA,F,8
XVIII,1711,INDIA,M,13
XVIII,1711,MESTIZA,F,6
XVIII,1711,MESTIZA,M,1
XVIII,1711,MORISCA,F,0
XVIII,1711,MORISCA,M,0
XVIII,1711,MULATA,F,2
XVIII,1711,MULATA,M,4
XVIII,1711,NEGRA,F,0
XVIII,1711,NEGRA,M,0
XVIII,1711,SIN_CATEGORÍA,F,1
XVIII,1711,SIN_CATEGORÍA,M,1
XVIII,1712,CASTIZA,F,0
XVIII,1712,CASTIZA,M,0
XVIII,1712,ESPAÑOLA,F,12
XVIII,1712,ESPAÑOLA,M,11
XVIII,1712,INDIA,F,9
XVIII,1712,INDIA,M,7
XVIII,1712,MESTIZA,F,1
XVIII,1712,MESTIZA,M,1
XVIII,1712,MORISCA,F,0
XVIII,1712,MORISCA,M,2
XVIII,1712,MULATA,F,1
XVIII,1712,MULATA,M,2
XVIII,1712,NEGRA,F,0
XVIII,1712,NEGRA,M,0
XVIII,1712,SIN_CATEGORÍA,F,0
XVIII,1712,SIN_CATEGORÍA,M,0
XVIII,1713,CASTIZA,F,0
XVIII,1713,CASTIZA,M,0
XVIII,1713,ESPAÑOLA,F,10
XVIII,1713,ESPAÑOLA,M,14
XVIII,1713,INDIA,F,4
XVIII,1713,INDIA,M,5
XVIII,1713,MESTIZA,F,1
XVIII,1713,MESTIZA,M,2
XVIII,1713,MORISCA,F,1
XVIII,1713,MORISCA,M,1
XVIII,1713,MULATA,F,5
XVIII,1713,MULATA,M,3
XVIII,1713,NEGRA,F,1
XVIII,1713,NEGRA,M,2
XVIII,1713,SIN_CATEGORÍA,F,0
XVIII,1713,SIN_CATEGORÍA,M,0
XVIII,1714,CASTIZA,F,0
XVIII,1714,CASTIZA,M,0
XVIII,1714,ESPAÑOLA,F,3
XVIII,1714,ESPAÑOLA,M,5
XVIII,1714,INDIA,F,2
XVIII,1714,INDIA,M,3
XVIII,1714,MESTIZA,F,0
XVIII,1714,MESTIZA,M,0
XVIII,1714,MORISCA,F,0
XVIII,1714,MORISCA,M,1
XVIII,1714,MULATA,F,1
XVIII,1714,MULATA,M,4
XVIII,1714,NEGRA,F,0
XVIII,1714,NEGRA,M,0
XVIII,1714,SIN_CATEGORÍA,F,0
XVIII,1714,SIN_CATEGORÍA,M,1
XVIII,1715,CASTIZA,F,0
XVIII,1715,CASTIZA,M,0
XVIII,1715,ESPAÑOLA,F,7
XVIII,1715,ESPAÑOLA,M,7
XVIII,1715,INDIA,F,11
XVIII,1715,INDIA,M,7
XVIII,1715,MESTIZA,F,4
XVIII,1715,MESTIZA,M,5
XVIII,1715,MORISCA,F,3
XVIII,1715,MORISCA,M,0
XVIII,1715,MULATA,F,4
XVIII,1715,MULATA,M,2
XVIII,1715,NEGRA,F,2
XVIII,1715,NEGRA,M,1
XVIII,1715,SIN_CATEGORÍA,F,1
XVIII,1715,SIN_CATEGORÍA,M,8
XVIII,1716,CASTIZA,F,0
XVIII,1716,CASTIZA,M,0
XVIII,1716,ESPAÑOLA,F,9
XVIII,1716,ESPAÑOLA,M,11
XVIII,1716,INDIA,F,15
XVIII,1716,INDIA,M,14
XVIII,1716,MESTIZA,F,3
XVIII,1716,MESTIZA,M,4
XVIII,1716,MORISCA,F,2
XVIII,1716,MORISCA,M,1
XVIII,1716,MULATA,F,2
XVIII,1716,MULATA,M,4
XVIII,1716,NEGRA,F,0
XVIII,1716,NEGRA,M,0
XVIII,1716,SIN_CATEGORÍA,F,4
XVIII,1716,SIN_CATEGORÍA,M,2
XVIII,1717,CASTIZA,F,0
XVIII,1717,CASTIZA,M,0
XVIII,1717,ESPAÑOLA,F,8
XVIII,1717,ESPAÑOLA,M,9
XVIII,1717,INDIA,F,12
XVIII,1717,INDIA,M,12
XVIII,1717,MESTIZA,F,4
XVIII,1717,MESTIZA,M,4
XVIII,1717,MORISCA,F,2
XVIII,1717,MORISCA,M,3
XVIII,1717,MULATA,F,1
XVIII,1717,MULATA,M,2
XVIII,1717,NEGRA,F,0
XVIII,1717,NEGRA,M,0
XVIII,1717,SIN_CATEGORÍA,F,3
XVIII,1717,SIN_CATEGORÍA,M,3
XVIII,1718,CASTIZA,F,0
XVIII,1718,CASTIZA,M,0
XVIII,1718,ESPAÑOLA,F,4
XVIII,1718,ESPAÑOLA,M,11
XVIII,1718,INDIA,F,10
XVIII,1718,INDIA,M,16
XVIII,1718,MESTIZA,F,4
XVIII,1718,MESTIZA,M,3
XVIII,1718,MORISCA,F,1
XVIII,1718,MORISCA,M,1
XVIII,1718,MULATA,F,3
XVIII,1718,MULATA,M,4
XVIII,1718,NEGRA,F,0
XVIII,1718,NEGRA,M,0
XVIII,1718,SIN_CATEGORÍA,F,3
XVIII,1718,SIN_CATEGORÍA,M,6
XVIII,1719,CASTIZA,F,0
XVIII,1719,CASTIZA,M,0
XVIII,1719,ESPAÑOLA,F,5
XVIII,1719,ESPAÑOLA,M,7
XVIII,1719,INDIA,F,6
XVIII,1719,INDIA,M,13
XVIII,1719,MESTIZA,F,0
XVIII,1719,MESTIZA,M,2
XVIII,1719,MORISCA,F,2
XVIII,1719,MORISCA,M,2
XVIII,1719,MULATA,F,3
XVIII,1719,MULATA,M,2
XVIII,1719,NEGRA,F,0
XVIII,1719,NEGRA,M,0
XVIII,1719,SIN_CATEGORÍA,F,2
XVIII,1719,SIN_CATEGORÍA,M,3
XVIII,1720,CASTIZA,F,0
XVIII,1720,CASTIZA,M,0
XVIII,1720,ESPAÑOLA,F,16
XVIII,1720,ESPAÑOLA,M,5
XVIII,1720,INDIA,F,9
XVIII,1720,INDIA,M,7
XVIII,1720,MESTIZA,F,1
XVIII,1720,MESTIZA,M,0
XVIII,1720,MORISCA,F,0
XVIII,1720,MORISCA,M,1
XVIII,1720,MULATA,F,1
XVIII,1720,MULATA,M,2
XVIII,1720,NEGRA,F,0
XVIII,1720,NEGRA,M,0
XVIII,1720,SIN_CATEGORÍA,F,6
XVIII,1720,SIN_CATEGORÍA,M,2
XVIII,1721,CASTIZA,F,0
XVIII,1721,CASTIZA,M,0
XVIII,1721,ESPAÑOLA,F,5
XVIII,1721,ESPAÑOLA,M,9
XVIII,1721,INDIA,F,4
XVIII,1721,INDIA,M,7
XVIII,1721,MESTIZA,F,1
XVIII,1721,MESTIZA,M,1
XVIII,1721,MORISCA,F,1
XVIII,1721,MORISCA,M,1
XVIII,1721,MULATA,F,3
XVIII,1721,MULATA,M,2
XVIII,1721,NEGRA,F,0
XVIII,1721,NEGRA,M,0
XVIII,1721,SIN_CATEGORÍA,F,1
XVIII,1721,SIN_CATEGORÍA,M,1
XVIII,1722,CASTIZA,F,0
XVIII,1722,CASTIZA,M,0
XVIII,1722,ESPAÑOLA,F,9
XVIII,1722,ESPAÑOLA,M,13
XVIII,1722,INDIA,F,5
XVIII,1722,INDIA,M,5
XVIII,1722,MESTIZA,F,0
XVIII,1722,MESTIZA,M,1
XVIII,1722,MORISCA,F,2
XVIII,1722,MORISCA,M,0
XVIII,1722,MULATA,F,0
XVIII,1722,MULATA,M,1
XVIII,1722,NEGRA,F,0
XVIII,1722,NEGRA,M,0
XVIII,1722,SIN_CATEGORÍA,F,1
XVIII,1722,SIN_CATEGORÍA,M,0
XVIII,1723,CASTIZA,F,0
XVIII,1723,CASTIZA,M,0
XVIII,1723,ESPAÑOLA,F,5
XVIII,1723,ESPAÑOLA,M,13
XVIII,1723,INDIA,F,15
XVIII,1723,INDIA,M,14
XVIII,1723,MESTIZA,F,0
XVIII,1723,MESTIZA,M,2
XVIII,1723,MORISCA,F,1
XVIII,1723,MORISCA,M,0
XVIII,1723,MULATA,F,1
XVIII,1723,MULATA,M,0
XVIII,1723,NEGRA,F,0
XVIII,1723,NEGRA,M,0
XVIII,1723,SIN_CATEGORÍA,F,2
XVIII,1723,SIN_CATEGORÍA,M,0
XVIII,1724,CASTIZA,F,0
XVIII,1724,CASTIZA,M,0
XVIII,1724,ESPAÑOLA,F,12
XVIII,1724,ESPAÑOLA,M,13
XVIII,1724,INDIA,F,13
XVIII,1724,INDIA,M,23
XVIII,1724,MESTIZA,F,0
XVIII,1724,MESTIZA,M,3
XVIII,1724,MORISCA,F,1
XVIII,1724,MORISCA,M,0
XVIII,1724,MULATA,F,1
XVIII,1724,MULATA,M,0
XVIII,1724,NEGRA,F,0
XVIII,1724,NEGRA,M,0
XVIII,1724,SIN_CATEGORÍA,F,9
XVIII,1724,SIN_CATEGORÍA,M,8
XVIII,1725,CASTIZA,F,0
XVIII,1725,CASTIZA,M,0
XVIII,1725,ESPAÑOLA,F,6
XVIII,1725,ESPAÑOLA,M,7
XVIII,1725,INDIA,F,8
XVIII,1725,INDIA,M,10
XVIII,1725,MESTIZA,F,2
XVIII,1725,MESTIZA,M,0
XVIII,1725,MORISCA,F,0
XVIII,1725,MORISCA,M,0
XVIII,1725,MULATA,F,0
XVIII,1725,MULATA,M,1
XVIII,1725,NEGRA,F,0
XVIII,1725,NEGRA,M,0
XVIII,1725,SIN_CATEGORÍA,F,8
XVIII,1725,SIN_CATEGORÍA,M,4
XVIII,1726,CASTIZA,F,0
XVIII,1726,CASTIZA,M,0
XVIII,1726,ESPAÑOLA,F,8
XVIII,1726,ESPAÑOLA,M,14
XVIII,1726,INDIA,F,25
XVIII,1726,INDIA,M,23
XVIII,1726,MESTIZA,F,0
XVIII,1726,MESTIZA,M,7
XVIII,1726,MORISCA,F,3
XVIII,1726,MORISCA,M,2
XVIII,1726,MULATA,F,0
XVIII,1726,MULATA,M,1
XVIII,1726,NEGRA,F,0
XVIII,1726,NEGRA,M,0
XVIII,1726,SIN_CATEGORÍA,F,9
XVIII,1726,SIN_CATEGORÍA,M,9
XVIII,1727,CASTIZA,F,0
XVIII,1727,CASTIZA,M,0
XVIII,1727,ESPAÑOLA,F,13
XVIII,1727,ESPAÑOLA,M,10
XVIII,1727,INDIA,F,8
XVIII,1727,INDIA,M,27
XVIII,1727,MESTIZA,F,5
XVIII,1727,MESTIZA,M,1
XVIII,1727,MORISCA,F,1
XVIII,1727,MORISCA,M,1
XVIII,1727,MULATA,F,1
XVIII,1727,MULATA,M,3
XVIII,1727,NEGRA,F,0
XVIII,1727,NEGRA,M,0
XVIII,1727,SIN_CATEGORÍA,F,6
XVIII,1727,SIN_CATEGORÍA,M,9
XVIII,1728,CASTIZA,F,0
XVIII,1728,CASTIZA,M,0
XVIII,1728,ESPAÑOLA,F,29
XVIII,1728,ESPAÑOLA,M,28
XVIII,1728,INDIA,F,41
XVIII,1728,INDIA,M,31
XVIII,1728,MESTIZA,F,5
XVIII,1728,MESTIZA,M,4
XVIII,1728,MORISCA,F,3
XVIII,1728,MORISCA,M,2
XVIII,1728,MULATA,F,4
XVIII,1728,MULATA,M,3
XVIII,1728,NEGRA,F,0
XVIII,1728,NEGRA,M,0
XVIII,1728,SIN_CATEGORÍA,F,20
XVIII,1728,SIN_CATEGORÍA,M,25
XVIII,1729,CASTIZA,F,0
XVIII,1729,CASTIZA,M,0
XVIII,1729,ESPAÑOLA,F,33
XVIII,1729,ESPAÑOLA,M,40
XVIII,1729,INDIA,F,54
XVIII,1729,INDIA,M,62
XVIII,1729,MESTIZA,F,2
XVIII,1729,MESTIZA,M,4
XVIII,1729,MORISCA,F,5
XVIII,1729,MORISCA,M,4
XVIII,1729,MULATA,F,17
XVIII,1729,MULATA,M,14
XVIII,1729,NEGRA,F,0
XVIII,1729,NEGRA,M,1
XVIII,1729,SIN_CATEGORÍA,F,16
XVIII,1729,SIN_CATEGORÍA,M,10
XVIII,1730,CASTIZA,F,0
XVIII,1730,CASTIZA,M,0
XVIII,1730,ESPAÑOLA,F,19
XVIII,1730,ESPAÑOLA,M,29
XVIII,1730,INDIA,F,35
XVIII,1730,INDIA,M,41
XVIII,1730,MESTIZA,F,2
XVIII,1730,MESTIZA,M,6
XVIII,1730,MORISCA,F,1
XVIII,1730,MORISCA,M,4
XVIII,1730,MULATA,F,8
XVIII,1730,MULATA,M,10
XVIII,1730,NEGRA,F,0
XVIII,1730,NEGRA,M,1
XVIII,1730,SIN_CATEGORÍA,F,6
XVIII,1730,SIN_CATEGORÍA,M,4
XVIII,1731,CASTIZA,F,0
XVIII,1731,CASTIZA,M,0
XVIII,1731,ESPAÑOLA,F,30
XVIII,1731,ESPAÑOLA,M,28
XVIII,1731,INDIA,F,36
XVIII,1731,INDIA,M,49
XVIII,1731,MESTIZA,F,8
XVIII,1731,MESTIZA,M,8
XVIII,1731,MORISCA,F,5
XVIII,1731,MORISCA,M,6
XVIII,1731,MULATA,F,15
XVIII,1731,MULATA,M,9
XVIII,1731,NEGRA,F,0
XVIII,1731,NEGRA,M,1
XVIII,1731,SIN_CATEGORÍA,F,2
XVIII,1731,SIN_CATEGORÍA,M,5
XVIII,1732,CASTIZA,F,0
XVIII,1732,CASTIZA,M,0
XVIII,1732,ESPAÑOLA,F,52
XVIII,1732,ESPAÑOLA,M,51
XVIII,1732,INDIA,F,85
XVIII,1732,INDIA,M,58
XVIII,1732,MESTIZA,F,10
XVIII,1732,MESTIZA,M,17
XVIII,1732,MORISCA,F,7
XVIII,1732,MORISCA,M,4
XVIII,1732,MULATA,F,33
XVIII,1732,MULATA,M,30
XVIII,1732,NEGRA,F,0
XVIII,1732,NEGRA,M,0
XVIII,1732,SIN_CATEGORÍA,F,2
XVIII,1732,SIN_CATEGORÍA,M,6
XVIII,1733,CASTIZA,F,0
XVIII,1733,CASTIZA,M,2
XVIII,1733,ESPAÑOLA,F,28
XVIII,1733,ESPAÑOLA,M,32
XVIII,1733,INDIA,F,72
XVIII,1733,INDIA,M,64
XVIII,1733,MESTIZA,F,9
XVIII,1733,MESTIZA,M,10
XVIII,1733,MORISCA,F,6
XVIII,1733,MORISCA,M,1
XVIII,1733,MULATA,F,28
XVIII,1733,MULATA,M,32
XVIII,1733,NEGRA,F,0
XVIII,1733,NEGRA,M,1
XVIII,1733,SIN_CATEGORÍA,F,2
XVIII,1733,SIN_CATEGORÍA,M,2
XVIII,1734,CASTIZA,F,0
XVIII,1734,CASTIZA,M,0
XVIII,1734,ESPAÑOLA,F,54
XVIII,1734,ESPAÑOLA,M,49
XVIII,1734,INDIA,F,76
XVIII,1734,INDIA,M,83
XVIII,1734,MESTIZA,F,8
XVIII,1734,MESTIZA,M,8
XVIII,1734,MORISCA,F,3
XVIII,1734,MORISCA,M,2
XVIII,1734,MULATA,F,33
XVIII,1734,MULATA,M,29
XVIII,1734,NEGRA,F,1
XVIII,1734,NEGRA,M,1
XVIII,1734,SIN_CATEGORÍA,F,1
XVIII,1734,SIN_CATEGORÍA,M,4
XVIII,1735,CASTIZA,F,0
XVIII,1735,CASTIZA,M,0
XVIII,1735,ESPAÑOLA,F,45
XVIII,1735,ESPAÑOLA,M,48
XVIII,1735,INDIA,F,103
XVIII,1735,INDIA,M,85
XVIII,1735,MESTIZA,F,12
XVIII,1735,MESTIZA,M,15
XVIII,1735,MORISCA,F,6
XVIII,1735,MORISCA,M,5
XVIII,1735,MULATA,F,57
XVIII,1735,MULATA,M,47
XVIII,1735,NEGRA,F,0
XVIII,1735,NEGRA,M,0
XVIII,1735,SIN_CATEGORÍA,F,0
XVIII,1735,SIN_CATEGORÍA,M,4
XVIII,1736,CASTIZA,F,0
XVIII,1736,CASTIZA,M,0
XVIII,1736,ESPAÑOLA,F,24
XVIII,1736,ESPAÑOLA,M,53
XVIII,1736,INDIA,F,60
XVIII,1736,INDIA,M,57
XVIII,1736,MESTIZA,F,11
XVIII,1736,MESTIZA,M,6
XVIII,1736,MORISCA,F,9
XVIII,1736,MORISCA,M,7
XVIII,1736,MULATA,F,18
XVIII,1736,MULATA,M,22
XVIII,1736,NEGRA,F,1
XVIII,1736,NEGRA,M,0
XVIII,1736,SIN_CATEGORÍA,F,2
XVIII,1736,SIN_CATEGORÍA,M,0
XVIII,1737,CASTIZA,F,0
XVIII,1737,CASTIZA,M,0
XVIII,1737,ESPAÑOLA,F,63
XVIII,1737,ESPAÑOLA,M,54
XVIII,1737,INDIA,F,116
XVIII,1737,INDIA,M,89
XVIII,1737,MESTIZA,F,14
XVIII,1737,MESTIZA,M,19
XVIII,1737,MORISCA,F,4
XVIII,1737,MORISCA,M,0
XVIII,1737,MULATA,F,40
XVIII,1737,MULATA,M,38
XVIII,1737,NEGRA,F,0
XVIII,1737,NEGRA,M,0
XVIII,1737,SIN_CATEGORÍA,F,0
XVIII,1737,SIN_CATEGORÍA,M,4
XVIII,1738,CASTIZA,F,2
XVIII,1738,CASTIZA,M,0
XVIII,1738,ESPAÑOLA,F,87
XVIII,1738,ESPAÑOLA,M,47
XVIII,1738,INDIA,F,416
XVIII,1738,INDIA,M,421
XVIII,1738,MESTIZA,F,22
XVIII,1738,MESTIZA,M,29
XVIII,1738,MORISCA,F,18
XVIII,1738,MORISCA,M,12
XVIII,1738,MULATA,F,83
XVIII,1738,MULATA,M,85
XVIII,1738,NEGRA,F,4
XVIII,1738,NEGRA,M,7
XVIII,1738,SIN_CATEGORÍA,F,9
XVIII,1738,SIN_CATEGORÍA,M,14
XVIII,1739,CASTIZA,F,0
XVIII,1739,CASTIZA,M,0
XVIII,1739,ESPAÑOLA,F,51
XVIII,1739,ESPAÑOLA,M,35
XVIII,1739,INDIA,F,58
XVIII,1739,INDIA,M,49
XVIII,1739,MESTIZA,F,7
XVIII,1739,MESTIZA,M,7
XVIII,1739,MORISCA,F,6
XVIII,1739,MORISCA,M,0
XVIII,1739,MULATA,F,28
XVIII,1739,MULATA,M,16
XVIII,1739,NEGRA,F,0
XVIII,1739,NEGRA,M,0
XVIII,1739,SIN_CATEGORÍA,F,0
XVIII,1739,SIN_CATEGORÍA,M,2
XVIII,1740,CASTIZA,F,0
XVIII,1740,CASTIZA,M,0
XVIII,1740,ESPAÑOLA,F,33
XVIII,1740,ESPAÑOLA,M,35
XVIII,1740,INDIA,F,34
XVIII,1740,INDIA,M,25
XVIII,1740,MESTIZA,F,9
XVIII,1740,MESTIZA,M,8
XVIII,1740,MORISCA,F,2
XVIII,1740,MORISCA,M,2
XVIII,1740,MULATA,F,10
XVIII,1740,MULATA,M,18
XVIII,1740,NEGRA,F,0
XVIII,1740,NEGRA,M,0
