SIGLO,AÑO,CALIDADES,GENERO,LEGITIMO,ILEGITIMO,TOTAL
XVII,1621,ESPAÑOLA,F,1,0,1
XVII,1621,ESPAÑOLA,F,,,1
XVII,1621,ESPAÑOLA,M,3,0,3
XVII,1621,ESPAÑOLA,M,,,0
XVII,1621,MESTIZA,F,2,0,2
XVII,1621,MESTIZA,F,,,0
XVII,1621,MESTIZA,M,0,0,0
XVII,1621,MESTIZA,M,,,0
XVII,1621,CASTIZA,F,0,0,0
XVII,1621,CASTIZA,F,,,0
XVII,1621,CASTIZA,M,2,0,2
XVII,1621,CASTIZA,M,,,0
XVII,1621,MORISCA,F,0,0,0
XVII,1621,MORISCA,F,,,0
XVII,1621,MORISCA,M,0,0,0
XVII,1621,MORISCA,M,,,0
XVII,1621,MULATA,F,1,0,1
XVII,1621,MULATA,F,,,0
XVII,1621,MULATA,M,0,0,0
XVII,1621,MULATA,M,,,0
XVII,1621,NEGRA,F,1,0,1
XVII,1621,NEGRA,F,,,0
XVII,1621,NEGRA,M,0,0,0
XVII,1621,NEGRA,M,,,0
XVII,1621,SIN_CATEGORÍA,F,19,5,24
XVII,1621,SIN_CATEGORÍA,F,,,0
XVII,1621,SIN_CATEGORÍA,M,13,3,16
XVII,1621,SIN_CATEGORÍA,M,,,0
XVII,1622,INDIA,F,3,0,3
XVII,1622,INDIA,F,,,0
XVII,1622,INDIA,M,4,0,4
XVII,1622,INDIA,M,,,0
XVII,1622,ESPAÑOLA,F,5,1,6
XVII,1622,ESPAÑOLA,F,,,1
XVII,1622,ESPAÑOLA,M,6,0,6
XVII,1622,ESPAÑOLA,M,,,2
XVII,1622,MESTIZA,F,0,0,0
XVII,1622,MESTIZA,F,,,0
XVII,1622,MESTIZA,M,2,0,2
XVII,1622,MESTIZA,M,,,0
XVII,1622,CASTIZA,F,0,0,0
XVII,1622,CASTIZA,F,,,0
XVII,1622,CASTIZA,M,0,0,0
XVII,1622,CASTIZA,M,,,0
XVII,1622,MORISCA,F,0,0,0
XVII,1622,MORISCA,F,,,0
XVII,1622,MORISCA,M,1,0,1
XVII,1622,MORISCA,M,,,0
XVII,1622,MULATA,F,1,1,2
XVII,1622,MULATA,F,,,0
XVII,1622,MULATA,M,3,0,3
XVII,1622,MULATA,M,,,0
XVII,1622,NEGRA,F,0,0,0
XVII,1622,NEGRA,F,,,0
XVII,1622,NEGRA,M,0,0,0
XVII,1622,NEGRA,M,,,0
XVII,1622,SIN_CATEGORÍA,F,7,4,11
XVII,1622,SIN_CATEGORÍA,F,,,1
XVII,1622,SIN_CATEGORÍA,M,6,1,7
XVII,1622,SIN_CATEGORÍA,M,,,0
XVII,1623,INDIA,F,3,0,3
XVII,1623,INDIA,F,,,0
XVII,1623,INDIA,M,3,1,4
XVII,1623,INDIA,M,,,1
XVII,1623,ESPAÑOLA,F,5,0,5
XVII,1623,ESPAÑOLA,F,,,0
XVII,1623,ESPAÑOLA,M,7,0,7
XVII,1623,ESPAÑOLA,M,,,0
XVII,1623,MESTIZA,F,0,0,0
XVII,1623,MESTIZA,F,,,0
XVII,1623,MESTIZA,M,2,0,2
XVII,1623,MESTIZA,M,,,0
XVII,1623,CASTIZA,F,0,0,0
XVII,1623,CASTIZA,F,,,0
XVII,1623,CASTIZA,M,0,0,0
XVII,1623,CASTIZA,M,,,0
XVII,1623,MORISCA,F,0,1,1
XVII,1623,MORISCA,F,,,0
XVII,1623,MORISCA,M,0,0,0
XVII,1623,MORISCA,M,,,0
XVII,1623,MULATA,F,0,0,0
XVII,1623,MULATA,F,,,0
XVII,1623,MULATA,M,1,0,1
XVII,1623,MULATA,M,,,0
XVII,1623,NEGRA,F,1,0,1
XVII,1623,NEGRA,F,,,1
XVII,1623,NEGRA,M,0,0,0
XVII,1623,NEGRA,M,,,0
XVII,1623,SIN_CATEGORÍA,F,12,4,16
XVII,1623,SIN_CATEGORÍA,F,,,0
XVII,1623,SIN_CATEGORÍA,M,8,1,9
XVII,1623,SIN_CATEGORÍA,M,,,0
XVII,1624,INDIA,F,1,0,1
XVII,1624,INDIA,F,,,1
XVII,1624,INDIA,M,4,0,4
XVII,1624,INDIA,M,,,1
XVII,1624,ESPAÑOLA,F,2,0,2
XVII,1624,ESPAÑOLA,F,,,0
XVII,1624,ESPAÑOLA,M,4,0,4
XVII,1624,ESPAÑOLA,M,,,1
XVII,1624,MESTIZA,F,0,0,0
XVII,1624,MESTIZA,F,,,0
XVII,1624,MESTIZA,M,0,0,0
XVII,1624,MESTIZA,M,,,0
XVII,1624,CASTIZA,F,0,0,0
XVII,1624,CASTIZA,F,,,0
XVII,1624,CASTIZA,M,0,0,0
XVII,1624,CASTIZA,M,,,0
XVII,1624,MORISCA,F,0,0,0
XVII,1624,MORISCA,F,,,0
XVII,1624,MORISCA,M,0,0,0
XVII,1624,MORISCA,M,,,0
XVII,1624,MULATA,F,1,0,1
XVII,1624,MULATA,F,,,0
XVII,1624,MULATA,M,0,1,1
XVII,1624,MULATA,M,,,0
XVII,1624,NEGRA,F,0,0,0
XVII,1624,NEGRA,F,,,0
XVII,1624,NEGRA,M,0,0,0
XVII,1624,NEGRA,M,,,0
XVII,1624,SIN_CATEGORÍA,F,5,2,7
XVII,1624,SIN_CATEGORÍA,F,,,0
XVII,1624,SIN_CATEGORÍA,M,2,0,2
XVII,1624,SIN_CATEGORÍA,M,,,0
XVII,1625,INDIA,F,13,2,15
XVII,1625,INDIA,F,,,0
XVII,1625,INDIA,M,9,0,9
XVII,1625,INDIA,M,,,6
XVII,1625,ESPAÑOLA,F,7,0,7
XVII,1625,ESPAÑOLA,F,,,0
XVII,1625,ESPAÑOLA,M,5,0,5
XVII,1625,ESPAÑOLA,M,,,1
XVII,1625,MESTIZA,F,0,1,1
XVII,1625,MESTIZA,F,,,0
XVII,1625,MESTIZA,M,1,1,2
XVII,1625,MESTIZA,M,,,0
XVII,1625,CASTIZA,F,0,0,0
XVII,1625,CASTIZA,F,,,0
XVII,1625,CASTIZA,M,0,0,0
XVII,1625,CASTIZA,M,,,0
XVII,1625,MORISCA,F,0,0,0
XVII,1625,MORISCA,F,,,0
XVII,1625,MORISCA,M,0,0,0
XVII,1625,MORISCA,M,,,0
XVII,1625,MULATA,F,3,0,3
XVII,1625,MULATA,F,,,0
XVII,1625,MULATA,M,0,1,1
XVII,1625,MULATA,M,,,0
XVII,1625,NEGRA,F,0,0,0
XVII,1625,NEGRA,F,,,1
XVII,1625,NEGRA,M,0,0,0
XVII,1625,NEGRA,M,,,0
XVII,1625,SIN_CATEGORÍA,F,0,0,0
XVII,1625,SIN_CATEGORÍA,F,,,0
XVII,1625,SIN_CATEGORÍA,M,0,0,0
XVII,1625,SIN_CATEGORÍA,M,,,0
XVII,1626,INDIA,F,10,0,10
XVII,1626,INDIA,F,,,0
XVII,1626,INDIA,M,7,0,7
XVII,1626,INDIA,M,,,0
XVII,1626,ESPAÑOLA,F,1,0,1
XVII,1626,ESPAÑOLA,F,,,0
XVII,1626,ESPAÑOLA,M,5,0,5
XVII,1626,ESPAÑOLA,M,,,0
XVII,1626,MESTIZA,F,0,0,0
XVII,1626,MESTIZA,F,,,0
XVII,1626,MESTIZA,M,1,0,1
XVII,1626,MESTIZA,M,,,0
XVII,1626,CASTIZA,F,0,0,0
XVII,1626,CASTIZA,F,,,0
XVII,1626,CASTIZA,M,0,0,0
XVII,1626,CASTIZA,M,,,0
XVII,1626,MORISCA,F,0,0,0
XVII,1626,MORISCA,F,,,0
XVII,1626,MORISCA,M,0,0,0
XVII,1626,MORISCA,M,,,0
XVII,1626,MULATA,F,1,1,2
XVII,1626,MULATA,F,,,0
XVII,1626,MULATA,M,1,1,2
XVII,1626,MULATA,M,,,0
XVII,1626,NEGRA,F,0,0,0
XVII,1626,NEGRA,F,,,0
XVII,1626,NEGRA,M,2,7,9
XVII,1626,NEGRA,M,,,0
XVII,1626,SIN_CATEGORÍA,F,6,0,6
XVII,1626,SIN_CATEGORÍA,F,,,0
XVII,1626,SIN_CATEGORÍA,M,6,0,6
XVII,1626,SIN_CATEGORÍA,M,,,0
XVII,1627,INDIA,F,8,0,8
XVII,1627,INDIA,F,,,0
XVII,1627,INDIA,M,34,0,34
XVII,1627,INDIA,M,,,0
XVII,1627,ESPAÑOLA,F,0,0,0
XVII,1627,ESPAÑOLA,F,,,0
XVII,1627,ESPAÑOLA,M,6,0,6
XVII,1627,ESPAÑOLA,M,,,0
XVII,1627,MESTIZA,F,1,2,3
XVII,1627,MESTIZA,F,,,0
XVII,1627,MESTIZA,M,0,0,0
XVII,1627,MESTIZA,M,,,0
XVII,1627,CASTIZA,F,0,0,0
XVII,1627,CASTIZA,F,,,0
XVII,1627,CASTIZA,M,0,0,0
XVII,1627,CASTIZA,M,,,0
XVII,1627,MORISCA,F,0,0,0
XVII,1627,MORISCA,F,,,0
XVII,1627,MORISCA,M,0,0,0
XVII,1627,MORISCA,M,,,0
XVII,1627,MULATA,F,0,0,0
XVII,1627,MULATA,F,,,0
XVII,1627,MULATA,M,0,0,0
XVII,1627,MULATA,M,,,0
XVII,1627,NEGRA,F,0,0,0
XVII,1627,NEGRA,F,,,0
XVII,1627,NEGRA,M,0,0,0
XVII,1627,NEGRA,M,,,0
XVII,1627,SIN_CATEGORÍA,F,0,0,0
XVII,1627,SIN_CATEGORÍA,F,,,0
XVII,1627,SIN_CATEGORÍA,M,0,0,0
XVII,1627,SIN_CATEGORÍA,M,,,0
XVII,1628,INDIA,F,0,0,0
XVII,1628,INDIA,F,,,0
XVII,1628,INDIA,M,0,0,0
XVII,1628,INDIA,M,,,0
XVII,1628,ESPAÑOLA,F,0,0,0
XVII,1628,ESPAÑOLA,F,,,0
XVII,1628,ESPAÑOLA,M,0,0,0
XVII,1628,ESPAÑOLA,M,,,0
XVII,1628,MESTIZA,F,0,0,0
XVII,1628,MESTIZA,F,,,0
XVII,1628,MESTIZA,M,0,0,0
XVII,1628,MESTIZA,M,,,0
XVII,1628,CASTIZA,F,0,0,0
XVII,1628,CASTIZA,F,,,0
XVII,1628,CASTIZA,M,0,0,0
XVII,1628,CASTIZA,M,,,0
XVII,1628,MORISCA,F,0,0,0
XVII,1628,MORISCA,F,,,0
XVII,1628,MORISCA,M,0,0,0
XVII,1628,MORISCA,M,,,0
XVII,1628,MULATA,F,0,0,0
XVII,1628,MULATA,F,,,0
XVII,1628,MULATA,M,0,0,0
XVII,1628,MULATA,M,,,0
XVII,1628,NEGRA,F,0,0,0
XVII,1628,NEGRA,F,,,0
XVII,1628,NEGRA,M,0,0,0
XVII,1628,NEGRA,M,,,0
XVII,1628,SIN_CATEGORÍA,F,0,0,0
XVII,1628,SIN_CATEGORÍA,F,,,0
XVII,1628,SIN_CATEGORÍA,M,0,0,0
XVII,1628,SIN_CATEGORÍA,M,,,0
XVII,1629,INDIA,F,0,0,0
XVII,1629,INDIA,F,,,0
XVII,1629,INDIA,M,0,0,0
XVII,1629,INDIA,M,,,0
XVII,1629,ESPAÑOLA,F,0,0,0
XVII,1629,ESPAÑOLA,F,,,0
XVII,1629,ESPAÑOLA,M,0,0,0
XVII,1629,ESPAÑOLA,M,,,0
XVII,1629,MESTIZA,F,0,0,0
XVII,1629,MESTIZA,F,,,0
XVII,1629,MESTIZA,M,0,0,0
XVII,1629,MESTIZA,M,,,0
XVII,1629,CASTIZA,F,0,0,0
XVII,1629,CASTIZA,F,,,0
XVII,1629,CASTIZA,M,0,0,0
XVII,1629,CASTIZA,M,,,0
XVII,1629,MORISCA,F,0,0,0
XVII,1629,MORISCA,F,,,0
XVII,1629,MORISCA,M,0,0,0
XVII,1629,MORISCA,M,,,0
XVII,1629,MULATA,F,0,0,0
XVII,1629,MULATA,F,,,0
XVII,1629,MULATA,M,0,0,0
XVII,1629,MULATA,M,,,0
XVII,1629,NEGRA,F,0,0,0
XVII,1629,NEGRA,F,,,0
XVII,1629,NEGRA,M,0,0,0
XVII,1629,NEGRA,M,,,0
XVII,1629,SIN_CATEGORÍA,F,0,0,0
XVII,1629,SIN_CATEGORÍA,F,,,0
XVII,1629,SIN_CATEGORÍA,M,0,0,0
XVII,1629,SIN_CATEGORÍA,M,,,0
XVII,1630,INDIA,F,0,0,0
XVII,1630,INDIA,F,,,0
XVII,1630,INDIA,M,0,0,0
XVII,1630,INDIA,M,,,0
XVII,1630,ESPAÑOLA,F,0,0,0
XVII,1630,ESPAÑOLA,F,,,0
XVII,1630,ESPAÑOLA,M,0,0,0
XVII,1630,ESPAÑOLA,M,,,0
XVII,1630,MESTIZA,F,0,0,0
XVII,1630,MESTIZA,F,,,0
XVII,1630,MESTIZA,M,0,0,0
XVII,1630,MESTIZA,M,,,0
XVII,1630,CASTIZA,F,0,0,0
XVII,1630,CASTIZA,F,,,0
XVII,1630,CASTIZA,M,0,0,0
XVII,1630,CASTIZA,M,,,0
XVII,1630,MORISCA,F,0,0,0
XVII,1630,MORISCA,F,,,0
XVII,1630,MORISCA,M,0,0,0
XVII,1630,MORISCA,M,,,0
XVII,1630,MULATA,F,0,0,0
XVII,1630,MULATA,F,,,0
XVII,1630,MULATA,M,0,0,0
XVII,1630,MULATA,M,,,0
XVII,1630,NEGRA,F,0,0,0
XVII,1630,NEGRA,F,,,0
XVII,1630,NEGRA,M,0,0,0
XVII,1630,NEGRA,M,,,0
XVII,1630,SIN_CATEGORÍA,F,0,0,0
XVII,1630,SIN_CATEGORÍA,F,,,0
XVII,1630,SIN_CATEGORÍA,M,0,0,0
XVII,1630,SIN_CATEGORÍA,M,,,0
XVII,1631,INDIA,F,0,0,0
XVII,1631,INDIA,F,,,0
XVII,1631,INDIA,M,0,0,0
XVII,1631,INDIA,M,,,0
XVII,1631,ESPAÑOLA,F,0,0,0
XVII,1631,ESPAÑOLA,F,,,0
XVII,1631,ESPAÑOLA,M,0,0,0
XVII,1631,ESPAÑOLA,M,,,0
XVII,1631,MESTIZA,F,0,0,0
XVII,1631,MESTIZA,F,,,0
XVII,1631,MESTIZA,M,0,0,0
XVII,1631,MESTIZA,M,,,0
XVII,1631,CASTIZA,F,0,0,0
XVII,1631,CASTIZA,F,,,0
XVII,1631,CASTIZA,M,0,0,0
XVII,1631,CASTIZA,M,,,0
XVII,1631,MORISCA,F,0,0,0
XVII,1631,MORISCA,F,,,0
XVII,1631,MORISCA,M,0,0,0
XVII,1631,MORISCA,M,,,0
XVII,1631,MULATA,F,0,0,0
XVII,1631,MULATA,F,,,0
XVII,1631,MULATA,M,0,0,0
XVII,1631,MULATA,M,,,0
XVII,1631,NEGRA,F,0,0,0
XVII,1631,NEGRA,F,,,0
XVII,1631,NEGRA,M,0,0,0
XVII,1631,NEGRA,M,,,0
XVII,1631,SIN_CATEGORÍA,F,0,0,0
XVII,1631,SIN_CATEGORÍA,F,,,0
XVII,1631,SIN_CATEGORÍA,M,0,0,0
XVII,1631,SIN_CATEGORÍA,M,,,0
XVII,1632,INDIA,F,0,0,0
XVII,1632,INDIA,F,,,0
XVII,1632,INDIA,M,0,0,0
XVII,1632,INDIA,M,,,0
XVII,1632,ESPAÑOLA,F,0,0,0
XVII,1632,ESPAÑOLA,F,,,0
XVII,1632,ESPAÑOLA,M,0,0,0
XVII,1632,ESPAÑOLA,M,,,0
XVII,1632,MESTIZA,F,0,0,0
XVII,1632,MESTIZA,F,,,0
XVII,1632,MESTIZA,M,0,0,0
XVII,1632,MESTIZA,M,,,0
XVII,1632,CASTIZA,F,0,0,0
XVII,1632,CASTIZA,F,,,0
XVII,1632,CASTIZA,M,0,0,0
XVII,1632,CASTIZA,M,,,0
XVII,1632,MORISCA,F,0,0,0
XVII,1632,MORISCA,F,,,0
XVII,1632,MORISCA,M,0,0,0
XVII,1632,MORISCA,M,,,0
XVII,1632,MULATA,F,0,0,0
XVII,1632,MULATA,F,,,0
XVII,1632,MULATA,M,0,0,0
XVII,1632,MULATA,M,,,0
XVII,1632,NEGRA,F,0,0,0
XVII,1632,NEGRA,F,,,0
XVII,1632,NEGRA,M,0,0,0
XVII,1632,NEGRA,M,,,0
XVII,1632,SIN_CATEGORÍA,F,0,0,0
XVII,1632,SIN_CATEGORÍA,F,,,0
XVII,1632,SIN_CATEGORÍA,M,0,0,0
XVII,1632,SIN_CATEGORÍA,M,,,0
XVII,1633,INDIA,F,2,0,2
XVII,1633,INDIA,F,,,3
XVII,1633,INDIA,M,2,0,2
XVII,1633,INDIA,M,,,4
XVII,1633,ESPAÑOLA,F,2,0,2
XVII,1633,ESPAÑOLA,F,,,0
XVII,1633,ESPAÑOLA,M,1,0,1
XVII,1633,ESPAÑOLA,M,,,0
XVII,1633,MESTIZA,F,0,0,0
XVII,1633,MESTIZA,F,,,0
XVII,1633,MESTIZA,M,0,0,0
XVII,1633,MESTIZA,M,,,0
XVII,1633,CASTIZA,F,0,0,0
XVII,1633,CASTIZA,F,,,0
XVII,1633,CASTIZA,M,0,0,0
XVII,1633,CASTIZA,M,,,0
XVII,1633,MORISCA,F,0,0,0
XVII,1633,MORISCA,F,,,0
XVII,1633,MORISCA,M,0,0,0
XVII,1633,MORISCA,M,,,0
XVII,1633,MULATA,F,0,0,0
XVII,1633,MULATA,F,,,0
XVII,1633,MULATA,M,0,0,0
XVII,1633,MULATA,M,,,0
XVII,1633,NEGRA,F,0,0,0
XVII,1633,NEGRA,F,,,0
XVII,1633,NEGRA,M,0,0,0
XVII,1633,NEGRA,M,,,0
XVII,1633,SIN_CATEGORÍA,F,4,0,4
XVII,1633,SIN_CATEGORÍA,F,,,0
XVII,1633,SIN_CATEGORÍA,M,6,0,6
XVII,1633,SIN_CATEGORÍA,M,,,0
XVII,1634,INDIA,F,1,0,1
XVII,1634,INDIA,F,,,9
XVII,1634,INDIA,M,0,0,0
XVII,1634,INDIA,M,,,10
XVII,1634,ESPAÑOLA,F,2,1,3
XVII,1634,ESPAÑOLA,F,,,2
XVII,1634,ESPAÑOLA,M,2,1,3
XVII,1634,ESPAÑOLA,M,,,1
XVII,1634,MESTIZA,F,0,0,0
XVII,1634,MESTIZA,F,,,0
XVII,1634,MESTIZA,M,0,0,0
XVII,1634,MESTIZA,M,,,0
XVII,1634,CASTIZA,F,0,0,0
XVII,1634,CASTIZA,F,,,0
XVII,1634,CASTIZA,M,0,0,0
XVII,1634,CASTIZA,M,,,0
XVII,1634,MORISCA,F,0,0,0
XVII,1634,MORISCA,F,,,0
XVII,1634,MORISCA,M,0,0,0
XVII,1634,MORISCA,M,,,0
XVII,1634,MULATA,F,0,0,0
XVII,1634,MULATA,F,,,1
XVII,1634,MULATA,M,0,0,0
XVII,1634,MULATA,M,,,2
XVII,1634,NEGRA,F,0,0,0
XVII,1634,NEGRA,F,,,0
XVII,1634,NEGRA,M,0,0,0
XVII,1634,NEGRA,M,,,0
XVII,1634,SIN_CATEGORÍA,F,14,1,15
XVII,1634,SIN_CATEGORÍA,F,,,0
XVII,1634,SIN_CATEGORÍA,M,13,4,17
XVII,1634,SIN_CATEGORÍA,M,,,1
XVII,1635,INDIA,F,0,0,0
XVII,1635,INDIA,F,,,3
XVII,1635,INDIA,M,3,0,3
XVII,1635,INDIA,M,,,3
XVII,1635,ESPAÑOLA,F,2,0,2
XVII,1635,ESPAÑOLA,F,,,0
XVII,1635,ESPAÑOLA,M,2,0,2
XVII,1635,ESPAÑOLA,M,,,0
XVII,1635,MESTIZA,F,0,0,0
XVII,1635,MESTIZA,F,,,2
XVII,1635,MESTIZA,M,0,0,0
XVII,1635,MESTIZA,M,,,0
XVII,1635,CASTIZA,F,0,0,0
XVII,1635,CASTIZA,F,,,0
XVII,1635,CASTIZA,M,0,0,0
XVII,1635,CASTIZA,M,,,0
XVII,1635,MORISCA,F,0,0,0
XVII,1635,MORISCA,F,,,0
XVII,1635,MORISCA,M,0,0,0
XVII,1635,MORISCA,M,,,0
XVII,1635,MULATA,F,0,0,0
XVII,1635,MULATA,F,,,0
XVII,1635,MULATA,M,0,0,0
XVII,1635,MULATA,M,,,0
XVII,1635,NEGRA,F,0,1,1
XVII,1635,NEGRA,F,,,0
XVII,1635,NEGRA,M,0,0,0
XVII,1635,NEGRA,M,,,0
XVII,1635,SIN_CATEGORÍA,F,7,0,7
XVII,1635,SIN_CATEGORÍA,F,,,0
XVII,1635,SIN_CATEGORÍA,M,4,0,4
XVII,1635,SIN_CATEGORÍA,M,,,1
XVII,1636,INDIA,F,11,0,11
XVII,1636,INDIA,F,,,1
XVII,1636,INDIA,M,9,0,9
XVII,1636,INDIA,M,,,2
XVII,1636,ESPAÑOLA,F,4,0,4
XVII,1636,ESPAÑOLA,F,,,1
XVII,1636,ESPAÑOLA,M,5,0,5
XVII,1636,ESPAÑOLA,M,,,2
XVII,1636,MESTIZA,F,1,0,1
XVII,1636,MESTIZA,F,,,0
XVII,1636,MESTIZA,M,0,0,0
XVII,1636,MESTIZA,M,,,0
XVII,1636,CASTIZA,F,0,0,0
XVII,1636,CASTIZA,F,,,0
XVII,1636,CASTIZA,M,1,0,1
XVII,1636,CASTIZA,M,,,0
XVII,1636,MORISCA,F,1,0,1
XVII,1636,MORISCA,F,,,0
XVII,1636,MORISCA,M,2,0,2
XVII,1636,MORISCA,M,,,0
XVII,1636,MULATA,F,0,0,0
XVII,1636,MULATA,F,,,0
XVII,1636,MULATA,M,1,0,1
XVII,1636,MULATA,M,,,0
XVII,1636,NEGRA,F,0,0,0
XVII,1636,NEGRA,F,,,1
XVII,1636,NEGRA,M,0,0,0
XVII,1636,NEGRA,M,,,0
XVII,1636,SIN_CATEGORÍA,F,15,7,22
XVII,1636,SIN_CATEGORÍA,F,,,0
XVII,1636,SIN_CATEGORÍA,M,7,4,11
XVII,1636,SIN_CATEGORÍA,M,,,0
XVII,1637,INDIA,F,13,0,13
XVII,1637,INDIA,F,,,7
XVII,1637,INDIA,M,10,0,10
XVII,1637,INDIA,M,,,12
XVII,1637,ESPAÑOLA,F,6,2,8
XVII,1637,ESPAÑOLA,F,,,1
XVII,1637,ESPAÑOLA,M,5,0,5
XVII,1637,ESPAÑOLA,M,,,1
XVII,1637,MESTIZA,F,1,0,1
XVII,1637,MESTIZA,F,,,1
XVII,1637,MESTIZA,M,0,1,1
XVII,1637,MESTIZA,M,,,2
XVII,1637,CASTIZA,F,0,0,0
XVII,1637,CASTIZA,F,,,0
XVII,1637,CASTIZA,M,0,0,0
XVII,1637,CASTIZA,M,,,0
XVII,1637,MORISCA,F,0,0,0
XVII,1637,MORISCA,F,,,0
XVII,1637,MORISCA,M,0,0,0
XVII,1637,MORISCA,M,,,0
XVII,1637,MULATA,F,3,0,3
XVII,1637,MULATA,F,,,1
XVII,1637,MULATA,M,2,0,2
XVII,1637,MULATA,M,,,2
XVII,1637,NEGRA,F,0,0,0
XVII,1637,NEGRA,F,,,2
XVII,1637,NEGRA,M,0,0,0
XVII,1637,NEGRA,M,,,0
XVII,1637,SIN_CATEGORÍA,F,2,3,5
XVII,1637,SIN_CATEGORÍA,F,,,0
XVII,1637,SIN_CATEGORÍA,M,3,2,5
XVII,1637,SIN_CATEGORÍA,M,,,0
XVII,1638,INDIA,F,10,2,12
XVII,1638,INDIA,F,,,3
XVII,1638,INDIA,M,14,2,16
XVII,1638,INDIA,M,,,6
XVII,1638,ESPAÑOLA,F,8,0,8
XVII,1638,ESPAÑOLA,F,,,1
XVII,1638,ESPAÑOLA,M,5,0,5
XVII,1638,ESPAÑOLA,M,,,3
XVII,1638,MESTIZA,F,1,0,1
XVII,1638,MESTIZA,F,,,0
XVII,1638,MESTIZA,M,5,0,5
XVII,1638,MESTIZA,M,,,1
XVII,1638,CASTIZA,F,0,0,0
XVII,1638,CASTIZA,F,,,0
XVII,1638,CASTIZA,M,0,0,0
XVII,1638,CASTIZA,M,,,0
XVII,1638,MORISCA,F,0,0,0
XVII,1638,MORISCA,F,,,0
XVII,1638,MORISCA,M,0,0,0
XVII,1638,MORISCA,M,,,0
XVII,1638,MULATA,F,2,2,4
XVII,1638,MULATA,F,,,1
XVII,1638,MULATA,M,1,1,2
XVII,1638,MULATA,M,,,1
XVII,1638,NEGRA,F,0,0,0
XVII,1638,NEGRA,F,,,0
XVII,1638,NEGRA,M,1,0,1
XVII,1638,NEGRA,M,,,0
XVII,1638,SIN_CATEGORÍA,F,0,0,0
XVII,1638,SIN_CATEGORÍA,F,,,0
XVII,1638,SIN_CATEGORÍA,M,1,0,1
XVII,1638,SIN_CATEGORÍA,M,,,1
XVII,1639,INDIA,F,12,6,18
XVII,1639,INDIA,F,,,6
XVII,1639,INDIA,M,16,0,16
XVII,1639,INDIA,M,,,5
XVII,1639,ESPAÑOLA,F,5,1,6
XVII,1639,ESPAÑOLA,F,,,0
XVII,1639,ESPAÑOLA,M,7,1,8
XVII,1639,ESPAÑOLA,M,,,0
XVII,1639,MESTIZA,F,1,1,2
XVII,1639,MESTIZA,F,,,0
XVII,1639,MESTIZA,M,0,1,1
XVII,1639,MESTIZA,M,,,2
XVII,1639,CASTIZA,F,0,0,0
XVII,1639,CASTIZA,F,,,0
XVII,1639,CASTIZA,M,0,0,0
XVII,1639,CASTIZA,M,,,0
XVII,1639,MORISCA,F,0,0,0
XVII,1639,MORISCA,F,,,0
XVII,1639,MORISCA,M,0,0,0
XVII,1639,MORISCA,M,,,0
XVII,1639,MULATA,F,3,3,6
XVII,1639,MULATA,F,,,1
XVII,1639,MULATA,M,0,2,2
XVII,1639,MULATA,M,,,0
XVII,1639,NEGRA,F,0,0,0
XVII,1639,NEGRA,F,,,0
XVII,1639,NEGRA,M,0,1,1
XVII,1639,NEGRA,M,,,2
XVII,1639,SIN_CATEGORÍA,F,0,1,1
XVII,1639,SIN_CATEGORÍA,F,,,0
XVII,1639,SIN_CATEGORÍA,M,0,3,3
XVII,1639,SIN_CATEGORÍA,M,,,0
XVII,1640,INDIA,F,9,1,10
XVII,1640,INDIA,F,,,0
XVII,1640,INDIA,M,11,1,12
XVII,1640,INDIA,M,,,0
XVII,1640,ESPAÑOLA,F,6,0,6
XVII,1640,ESPAÑOLA,F,,,0
XVII,1640,ESPAÑOLA,M,7,1,8
XVII,1640,ESPAÑOLA,M,,,2
XVII,1640,MESTIZA,F,5,1,6
XVII,1640,MESTIZA,F,,,1
XVII,1640,MESTIZA,M,2,3,5
XVII,1640,MESTIZA,M,,,0
XVII,1640,CASTIZA,F,0,0,0
XVII,1640,CASTIZA,F,,,0
XVII,1640,CASTIZA,M,0,0,0
XVII,1640,CASTIZA,M,,,0
XVII,1640,MORISCA,F,0,0,0
XVII,1640,MORISCA,F,,,0
XVII,1640,MORISCA,M,0,0,0
XVII,1640,MORISCA,M,,,0
XVII,1640,MULATA,F,1,3,4
XVII,1640,MULATA,F,,,0
XVII,1640,MULATA,M,1,3,4
XVII,1640,MULATA,M,,,2
XVII,1640,NEGRA,F,0,0,0
XVII,1640,NEGRA,F,,,0
XVII,1640,NEGRA,M,0,0,0
XVII,1640,NEGRA,M,,,1
XVII,1640,SIN_CATEGORÍA,F,1,0,1
XVII,1640,SIN_CATEGORÍA,F,,,0
XVII,1640,SIN_CATEGORÍA,M,0,0,0
XVII,1640,SIN_CATEGORÍA,M,,,0
XVII,1641,INDIA,F,12,3,15
XVII,1641,INDIA,F,,,0
XVII,1641,INDIA,M,14,2,16
XVII,1641,INDIA,M,,,0
XVII,1641,ESPAÑOLA,F,5,0,5
XVII,1641,ESPAÑOLA,F,,,0
XVII,1641,ESPAÑOLA,M,6,1,7
XVII,1641,ESPAÑOLA,M,,,2
XVII,1641,MESTIZA,F,2,1,3
XVII,1641,MESTIZA,F,,,1
XVII,1641,MESTIZA,M,0,0,0
XVII,1641,MESTIZA,M,,,0
XVII,1641,CASTIZA,F,0,0,0
XVII,1641,CASTIZA,F,,,0
XVII,1641,CASTIZA,M,0,0,0
XVII,1641,CASTIZA,M,,,0
