SIGLO,AÑO,CALIDADES,GENERO,LEGITIMO,ILEGITIMO,TOTAL
XVII,1641,MORISCA,F,0,0,0
XVII,1641,MORISCA,F,,,0
XVII,1641,MORISCA,M,1,0,1
XVII,1641,MORISCA,M,,,0
XVII,1641,MULATA,F,0,2,2
XVII,1641,MULATA,F,,,0
XVII,1641,MULATA,M,1,0,1
XVII,1641,MULATA,M,,,2
XVII,1641,NEGRA,F,0,1,1
XVII,1641,NEGRA,F,,,0
XVII,1641,NEGRA,M,0,1,1
XVII,1641,NEGRA,M,,,1
XVII,1641,SIN_CATEGORÍA,F,4,0,4
XVII,1641,SIN_CATEGORÍA,F,,,0
XVII,1641,SIN_CATEGORÍA,M,0,2,2
XVII,1641,SIN_CATEGORÍA,M,,,0
XVII,1642,INDIA,F,3,0,3
XVII,1642,INDIA,F,,,4
XVII,1642,INDIA,M,6,0,6
XVII,1642,INDIA,M,,,5
XVII,1642,ESPAÑOLA,F,2,1,3
XVII,1642,ESPAÑOLA,F,,,1
XVII,1642,ESPAÑOLA,M,3,1,4
XVII,1642,ESPAÑOLA,M,,,1
XVII,1642,MESTIZA,F,2,0,2
XVII,1642,MESTIZA,F,,,1
XVII,1642,MESTIZA,M,1,0,1
XVII,1642,MESTIZA,M,,,0
XVII,1642,CASTIZA,F,0,0,0
XVII,1642,CASTIZA,F,,,0
XVII,1642,CASTIZA,M,0,0,0
XVII,1642,CASTIZA,M,,,0
XVII,1642,MORISCA,F,0,0,0
XVII,1642,MORISCA,F,,,0
XVII,1642,MORISCA,M,0,0,0
XVII,1642,MORISCA,M,,,0
XVII,1642,MULATA,F,0,0,0
XVII,1642,MULATA,F,,,0
XVII,1642,MULATA,M,1,1,2
XVII,1642,MULATA,M,,,0
XVII,1642,NEGRA,F,2,1,3
XVII,1642,NEGRA,F,,,0
XVII,1642,NEGRA,M,0,0,0
XVII,1642,NEGRA,M,,,0
XVII,1642,SIN_CATEGORÍA,F,0,0,0
XVII,1642,SIN_CATEGORÍA,F,,,0
XVII,1642,SIN_CATEGORÍA,M,0,0,0
XVII,1642,SIN_CATEGORÍA,M,,,0
XVII,1643,INDIA,F,7,2,9
XVII,1643,INDIA,F,,,8
XVII,1643,INDIA,M,5,1,6
XVII,1643,INDIA,M,,,9
XVII,1643,ESPAÑOLA,F,3,0,3
XVII,1643,ESPAÑOLA,F,,,0
XVII,1643,ESPAÑOLA,M,5,0,5
XVII,1643,ESPAÑOLA,M,,,3
XVII,1643,MESTIZA,F,0,0,0
XVII,1643,MESTIZA,F,,,1
XVII,1643,MESTIZA,M,0,0,0
XVII,1643,MESTIZA,M,,,0
XVII,1643,CASTIZA,F,0,0,0
XVII,1643,CASTIZA,F,,,0
XVII,1643,CASTIZA,M,0,0,0
XVII,1643,CASTIZA,M,,,0
XVII,1643,MORISCA,F,0,0,0
XVII,1643,MORISCA,F,,,0
XVII,1643,MORISCA,M,0,0,0
XVII,1643,MORISCA,M,,,0
XVII,1643,MULATA,F,1,0,1
XVII,1643,MULATA,F,,,1
XVII,1643,MULATA,M,0,0,0
XVII,1643,MULATA,M,,,3
XVII,1643,NEGRA,F,0,0,0
XVII,1643,NEGRA,F,,,2
XVII,1643,NEGRA,M,0,1,1
XVII,1643,NEGRA,M,,,0
XVII,1643,SIN_CATEGORÍA,F,5,1,6
XVII,1643,SIN_CATEGORÍA,F,,,1
XVII,1643,SIN_CATEGORÍA,M,1,0,1
XVII,1643,SIN_CATEGORÍA,M,,,2
XVII,1644,INDIA,F,16,1,17
XVII,1644,INDIA,F,,,2
XVII,1644,INDIA,M,10,0,10
XVII,1644,INDIA,M,,,5
XVII,1644,ESPAÑOLA,F,2,0,2
XVII,1644,ESPAÑOLA,F,,,1
XVII,1644,ESPAÑOLA,M,7,0,7
XVII,1644,ESPAÑOLA,M,,,0
XVII,1644,MESTIZA,F,2,1,3
XVII,1644,MESTIZA,F,,,1
XVII,1644,MESTIZA,M,1,1,2
XVII,1644,MESTIZA,M,,,0
XVII,1644,CASTIZA,F,2,0,2
XVII,1644,CASTIZA,F,,,0
XVII,1644,CASTIZA,M,0,0,0
XVII,1644,CASTIZA,M,,,0
XVII,1644,MORISCA,F,0,0,0
XVII,1644,MORISCA,F,,,0
XVII,1644,MORISCA,M,0,0,0
XVII,1644,MORISCA,M,,,0
XVII,1644,MULATA,F,3,2,5
XVII,1644,MULATA,F,,,1
XVII,1644,MULATA,M,0,4,4
XVII,1644,MULATA,M,,,2
XVII,1644,NEGRA,F,2,0,2
XVII,1644,NEGRA,F,,,0
XVII,1644,NEGRA,M,0,0,0
XVII,1644,NEGRA,M,,,0
XVII,1644,SIN_CATEGORÍA,F,4,1,5
XVII,1644,SIN_CATEGORÍA,F,,,0
XVII,1644,SIN_CATEGORÍA,M,3,0,3
XVII,1644,SIN_CATEGORÍA,M,,,0
XVII,1645,INDIA,F,10,2,12
XVII,1645,INDIA,F,,,9
XVII,1645,INDIA,M,12,4,16
XVII,1645,INDIA,M,,,2
XVII,1645,ESPAÑOLA,F,7,1,8
XVII,1645,ESPAÑOLA,F,,,3
XVII,1645,ESPAÑOLA,M,8,3,11
XVII,1645,ESPAÑOLA,M,,,1
XVII,1645,MESTIZA,F,1,0,1
XVII,1645,MESTIZA,F,,,1
XVII,1645,MESTIZA,M,2,1,3
XVII,1645,MESTIZA,M,,,0
XVII,1645,CASTIZA,F,0,0,0
XVII,1645,CASTIZA,F,,,0
XVII,1645,CASTIZA,M,0,0,0
XVII,1645,CASTIZA,M,,,0
XVII,1645,MORISCA,F,0,0,0
XVII,1645,MORISCA,F,,,0
XVII,1645,MORISCA,M,0,0,0
XVII,1645,MORISCA,M,,,0
XVII,1645,MULATA,F,0,2,2
XVII,1645,MULATA,F,,,1
XVII,1645,MULATA,M,2,1,3
XVII,1645,MULATA,M,,,0
XVII,1645,NEGRA,F,0,1,1
XVII,1645,NEGRA,F,,,1
XVII,1645,NEGRA,M,0,0,0
XVII,1645,NEGRA,M,,,0
XVII,1645,SIN_CATEGORÍA,F,3,2,5
XVII,1645,SIN_CATEGORÍA,F,,,0
XVII,1645,SIN_CATEGORÍA,M,4,1,5
XVII,1645,SIN_CATEGORÍA,M,,,0
XVII,1646,INDIA,F,15,3,18
XVII,1646,INDIA,F,,,1
XVII,1646,INDIA,M,17,3,20
XVII,1646,INDIA,M,,,5
XVII,1646,ESPAÑOLA,F,11,1,12
XVII,1646,ESPAÑOLA,F,,,2
XVII,1646,ESPAÑOLA,M,10,1,11
XVII,1646,ESPAÑOLA,M,,,5
XVII,1646,MESTIZA,F,0,1,1
XVII,1646,MESTIZA,F,,,1
XVII,1646,MESTIZA,M,2,1,3
XVII,1646,MESTIZA,M,,,1
XVII,1646,CASTIZA,F,0,0,0
XVII,1646,CASTIZA,F,,,0
XVII,1646,CASTIZA,M,0,0,0
XVII,1646,CASTIZA,M,,,0
XVII,1646,MORISCA,F,0,0,0
XVII,1646,MORISCA,F,,,0
XVII,1646,MORISCA,M,0,0,0
XVII,1646,MORISCA,M,,,0
XVII,1646,MULATA,F,3,0,3
XVII,1646,MULATA,F,,,1
XVII,1646,MULATA,M,3,2,5
XVII,1646,MULATA,M,,,1
XVII,1646,NEGRA,F,0,1,1
XVII,1646,NEGRA,F,,,2
XVII,1646,NEGRA,M,0,0,0
XVII,1646,NEGRA,M,,,0
XVII,1646,SIN_CATEGORÍA,F,0,0,0
XVII,1646,SIN_CATEGORÍA,F,,,0
XVII,1646,SIN_CATEGORÍA,M,0,0,0
XVII,1646,SIN_CATEGORÍA,M,,,0
XVII,1647,INDIA,F,12,4,16
XVII,1647,INDIA,F,,,2
XVII,1647,INDIA,M,20,2,22
XVII,1647,INDIA,M,,,6
XVII,1647,ESPAÑOLA,F,8,0,8
XVII,1647,ESPAÑOLA,F,,,3
XVII,1647,ESPAÑOLA,M,21,0,21
XVII,1647,ESPAÑOLA,M,,,2
XVII,1647,MESTIZA,F,2,0,2
XVII,1647,MESTIZA,F,,,3
XVII,1647,MESTIZA,M,3,2,5
XVII,1647,MESTIZA,M,,,1
XVII,1647,CASTIZA,F,0,0,0
XVII,1647,CASTIZA,F,,,0
XVII,1647,CASTIZA,M,0,0,0
XVII,1647,CASTIZA,M,,,0
XVII,1647,MORISCA,F,2,0,2
XVII,1647,MORISCA,F,,,0
XVII,1647,MORISCA,M,0,0,0
XVII,1647,MORISCA,M,,,0
XVII,1647,MULATA,F,1,2,3
XVII,1647,MULATA,F,,,1
XVII,1647,MULATA,M,0,3,3
XVII,1647,MULATA,M,,,1
XVII,1647,NEGRA,F,0,0,0
XVII,1647,NEGRA,F,,,0
XVII,1647,NEGRA,M,0,1,1
XVII,1647,NEGRA,M,,,0
XVII,1647,SIN_CATEGORÍA,F,3,1,4
XVII,1647,SIN_CATEGORÍA,F,,,0
XVII,1647,SIN_CATEGORÍA,M,1,0,1
XVII,1647,SIN_CATEGORÍA,M,,,1
XVII,1648,INDIA,F,20,0,20
XVII,1648,INDIA,F,,,2
XVII,1648,INDIA,M,14,2,16
XVII,1648,INDIA,M,,,6
XVII,1648,ESPAÑOLA,F,5,1,6
XVII,1648,ESPAÑOLA,F,,,3
XVII,1648,ESPAÑOLA,M,10,4,14
XVII,1648,ESPAÑOLA,M,,,2
XVII,1648,MESTIZA,F,5,0,5
XVII,1648,MESTIZA,F,,,3
XVII,1648,MESTIZA,M,2,0,2
XVII,1648,MESTIZA,M,,,1
XVII,1648,CASTIZA,F,0,0,0
XVII,1648,CASTIZA,F,,,0
XVII,1648,CASTIZA,M,0,0,0
XVII,1648,CASTIZA,M,,,0
XVII,1648,MORISCA,F,0,0,0
XVII,1648,MORISCA,F,,,0
XVII,1648,MORISCA,M,0,0,0
XVII,1648,MORISCA,M,,,0
XVII,1648,MULATA,F,1,0,1
XVII,1648,MULATA,F,,,1
XVII,1648,MULATA,M,3,1,4
XVII,1648,MULATA,M,,,1
XVII,1648,NEGRA,F,1,1,2
XVII,1648,NEGRA,F,,,0
XVII,1648,NEGRA,M,0,0,0
XVII,1648,NEGRA,M,,,0
XVII,1648,SIN_CATEGORÍA,F,0,0,0
XVII,1648,SIN_CATEGORÍA,F,,,0
XVII,1648,SIN_CATEGORÍA,M,0,0,0
XVII,1648,SIN_CATEGORÍA,M,,,0
XVII,1649,INDIA,F,7,0,7
XVII,1649,INDIA,F,,,6
XVII,1649,INDIA,M,5,0,5
XVII,1649,INDIA,M,,,7
XVII,1649,ESPAÑOLA,F,9,1,10
XVII,1649,ESPAÑOLA,F,,,1
XVII,1649,ESPAÑOLA,M,11,3,14
XVII,1649,ESPAÑOLA,M,,,2
XVII,1649,MESTIZA,F,4,0,4
XVII,1649,MESTIZA,F,,,2
XVII,1649,MESTIZA,M,4,0,4
XVII,1649,MESTIZA,M,,,1
XVII,1649,CASTIZA,F,0,0,0
XVII,1649,CASTIZA,F,,,0
XVII,1649,CASTIZA,M,0,0,0
XVII,1649,CASTIZA,M,,,0
XVII,1649,MORISCA,F,0,0,0
XVII,1649,MORISCA,F,,,0
XVII,1649,MORISCA,M,0,1,1
XVII,1649,MORISCA,M,,,0
XVII,1649,MULATA,F,3,0,3
XVII,1649,MULATA,F,,,0
XVII,1649,MULATA,M,0,0,0
XVII,1649,MULATA,M,,,1
XVII,1649,NEGRA,F,0,0,0
XVII,1649,NEGRA,F,,,1
XVII,1649,NEGRA,M,0,0,0
XVII,1649,NEGRA,M,,,1
XVII,1649,SIN_CATEGORÍA,F,2,0,2
XVII,1649,SIN_CATEGORÍA,F,,,0
XVII,1649,SIN_CATEGORÍA,M,0,0,0
XVII,1649,SIN_CATEGORÍA,M,,,1
XVII,1650,INDIA,F,10,3,13
XVII,1650,INDIA,F,,,13
XVII,1650,INDIA,M,5,2,7
XVII,1650,INDIA,M,,,8
XVII,1650,ESPAÑOLA,F,4,0,4
XVII,1650,ESPAÑOLA,F,,,2
XVII,1650,ESPAÑOLA,M,9,3,12
XVII,1650,ESPAÑOLA,M,,,0
XVII,1650,MESTIZA,F,1,2,3
XVII,1650,MESTIZA,F,,,1
XVII,1650,MESTIZA,M,0,1,1
XVII,1650,MESTIZA,M,,,1
XVII,1650,CASTIZA,F,0,0,0
XVII,1650,CASTIZA,F,,,0
XVII,1650,CASTIZA,M,0,0,0
XVII,1650,CASTIZA,M,,,0
XVII,1650,MORISCA,F,0,0,0
XVII,1650,MORISCA,F,,,0
XVII,1650,MORISCA,M,0,1,1
XVII,1650,MORISCA,M,,,0
XVII,1650,MULATA,F,1,1,2
XVII,1650,MULATA,F,,,0
XVII,1650,MULATA,M,1,2,3
XVII,1650,MULATA,M,,,1
XVII,1650,NEGRA,F,0,0,0
XVII,1650,NEGRA,F,,,1
XVII,1650,NEGRA,M,0,0,0
XVII,1650,NEGRA,M,,,0
XVII,1650,SIN_CATEGORÍA,F,1,0,1
XVII,1650,SIN_CATEGORÍA,F,,,0
XVII,1650,SIN_CATEGORÍA,M,1,0,1
XVII,1650,SIN_CATEGORÍA,M,,,0
XVII,1651,INDIA,F,15,5,20
XVII,1651,INDIA,F,,,6
XVII,1651,INDIA,M,10,2,12
XVII,1651,INDIA,M,,,6
XVII,1651,ESPAÑOLA,F,5,0,5
XVII,1651,ESPAÑOLA,F,,,7
XVII,1651,ESPAÑOLA,M,13,5,18
XVII,1651,ESPAÑOLA,M,,,6
XVII,1651,MESTIZA,F,8,2,10
XVII,1651,MESTIZA,F,,,0
XVII,1651,MESTIZA,M,5,2,7
XVII,1651,MESTIZA,M,,,0
XVII,1651,CASTIZA,F,0,0,0
XVII,1651,CASTIZA,F,,,0
XVII,1651,CASTIZA,M,0,0,0
XVII,1651,CASTIZA,M,,,0
XVII,1651,MORISCA,F,0,1,1
XVII,1651,MORISCA,F,,,0
XVII,1651,MORISCA,M,0,0,0
XVII,1651,MORISCA,M,,,0
XVII,1651,MULATA,F,0,2,2
XVII,1651,MULATA,F,,,1
XVII,1651,MULATA,M,1,1,2
XVII,1651,MULATA,M,,,1
XVII,1651,NEGRA,F,0,0,0
XVII,1651,NEGRA,F,,,1
XVII,1651,NEGRA,M,0,2,2
XVII,1651,NEGRA,M,,,0
XVII,1651,SIN_CATEGORÍA,F,0,0,0
XVII,1651,SIN_CATEGORÍA,F,,,0
XVII,1651,SIN_CATEGORÍA,M,0,0,0
XVII,1651,SIN_CATEGORÍA,M,,,0
XVII,1652,INDIA,F,24,4,28
XVII,1652,INDIA,F,,,4
XVII,1652,INDIA,M,14,6,20
XVII,1652,INDIA,M,,,5
XVII,1652,ESPAÑOLA,F,11,5,16
XVII,1652,ESPAÑOLA,F,,,3
XVII,1652,ESPAÑOLA,M,12,3,15
XVII,1652,ESPAÑOLA,M,,,5
XVII,1652,MESTIZA,F,3,3,6
XVII,1652,MESTIZA,F,,,0
XVII,1652,MESTIZA,M,3,2,5
XVII,1652,MESTIZA,M,,,3
XVII,1652,CASTIZA,F,0,0,0
XVII,1652,CASTIZA,F,,,0
XVII,1652,CASTIZA,M,0,0,0
XVII,1652,CASTIZA,M,,,0
XVII,1652,MORISCA,F,0,0,0
XVII,1652,MORISCA,F,,,0
XVII,1652,MORISCA,M,0,0,0
XVII,1652,MORISCA,M,,,0
XVII,1652,MULATA,F,1,0,1
XVII,1652,MULATA,F,,,0
XVII,1652,MULATA,M,0,3,3
XVII,1652,MULATA,M,,,0
XVII,1652,NEGRA,F,0,0,0
XVII,1652,NEGRA,F,,,1
XVII,1652,NEGRA,M,0,0,0
XVII,1652,NEGRA,M,,,0
XVII,1652,SIN_CATEGORÍA,F,0,0,0
XVII,1652,SIN_CATEGORÍA,F,,,0
XVII,1652,SIN_CATEGORÍA,M,0,0,0
XVII,1652,SIN_CATEGORÍA,M,,,1
XVII,1653,INDIA,F,13,0,13
XVII,1653,INDIA,F,,,0
XVII,1653,INDIA,M,19,3,22
XVII,1653,INDIA,M,,,0
XVII,1653,ESPAÑOLA,F,9,0,9
XVII,1653,ESPAÑOLA,F,,,0
XVII,1653,ESPAÑOLA,M,3,0,3
XVII,1653,ESPAÑOLA,M,,,0
XVII,1653,MESTIZA,F,1,1,2
XVII,1653,MESTIZA,F,,,0
XVII,1653,MESTIZA,M,3,0,3
XVII,1653,MESTIZA,M,,,0
XVII,1653,CASTIZA,F,0,0,0
XVII,1653,CASTIZA,F,,,0
XVII,1653,CASTIZA,M,0,0,0
XVII,1653,CASTIZA,M,,,0
XVII,1653,MORISCA,F,0,0,0
XVII,1653,MORISCA,F,,,0
XVII,1653,MORISCA,M,0,0,0
XVII,1653,MORISCA,M,,,0
XVII,1653,MULATA,F,0,0,0
XVII,1653,MULATA,F,,,0
XVII,1653,MULATA,M,0,0,0
XVII,1653,MULATA,M,,,0
XVII,1653,NEGRA,F,0,0,0
XVII,1653,NEGRA,F,,,0
XVII,1653,NEGRA,M,0,0,0
XVII,1653,NEGRA,M,,,0
XVII,1653,SIN_CATEGORÍA,F,0,0,0
XVII,1653,SIN_CATEGORÍA,F,,,0
XVII,1653,SIN_CATEGORÍA,M,0,0,0
XVII,1653,SIN_CATEGORÍA,M,,,0
XVII,1654,INDIA,F,20,3,23
XVII,1654,INDIA,F,,,0
XVII,1654,INDIA,M,26,9,35
XVII,1654,INDIA,M,,,0
XVII,1654,ESPAÑOLA,F,16,3,19
XVII,1654,ESPAÑOLA,F,,,0
XVII,1654,ESPAÑOLA,M,12,3,15
XVII,1654,ESPAÑOLA,M,,,0
XVII,1654,MESTIZA,F,0,1,1
XVII,1654,MESTIZA,F,,,0
XVII,1654,MESTIZA,M,3,1,4
XVII,1654,MESTIZA,M,,,0
XVII,1654,CASTIZA,F,0,0,0
XVII,1654,CASTIZA,F,,,0
XVII,1654,CASTIZA,M,0,0,0
XVII,1654,CASTIZA,M,,,0
XVII,1654,MORISCA,F,0,0,0
XVII,1654,MORISCA,F,,,0
XVII,1654,MORISCA,M,1,0,1
XVII,1654,MORISCA,M,,,0
XVII,1654,MULATA,F,4,0,4
XVII,1654,MULATA,F,,,0
XVII,1654,MULATA,M,1,1,2
XVII,1654,MULATA,M,,,0
XVII,1654,NEGRA,F,0,0,0
XVII,1654,NEGRA,F,,,0
XVII,1654,NEGRA,M,0,1,1
XVII,1654,NEGRA,M,,,0
XVII,1654,SIN_CATEGORÍA,F,0,0,0
XVII,1654,SIN_CATEGORÍA,F,,,0
XVII,1654,SIN_CATEGORÍA,M,1,0,1
XVII,1654,SIN_CATEGORÍA,M,,,0
XVII,1655,INDIA,F,9,4,13
XVII,1655,INDIA,F,,,5
XVII,1655,INDIA,M,9,3,12
XVII,1655,INDIA,M,,,10
XVII,1655,ESPAÑOLA,F,9,0,9
XVII,1655,ESPAÑOLA,F,,,3
XVII,1655,ESPAÑOLA,M,18,5,23
XVII,1655,ESPAÑOLA,M,,,5
XVII,1655,MESTIZA,F,6,4,10
XVII,1655,MESTIZA,F,,,6
XVII,1655,MESTIZA,M,2,3,5
XVII,1655,MESTIZA,M,,,3
XVII,1655,CASTIZA,F,0,0,0
XVII,1655,CASTIZA,F,,,0
XVII,1655,CASTIZA,M,0,0,0
XVII,1655,CASTIZA,M,,,0
XVII,1655,MORISCA,F,0,0,0
XVII,1655,MORISCA,F,,,0
XVII,1655,MORISCA,M,1,0,1
XVII,1655,MORISCA,M,,,0
XVII,1655,MULATA,F,1,2,3
XVII,1655,MULATA,F,,,3
XVII,1655,MULATA,M,1,2,3
XVII,1655,MULATA,M,,,3
XVII,1655,NEGRA,F,0,0,0
XVII,1655,NEGRA,F,,,1
XVII,1655,NEGRA,M,0,0,0
XVII,1655,NEGRA,M,,,1
XVII,1655,SIN_CATEGORÍA,F,0,0,0
XVII,1655,SIN_CATEGORÍA,F,,,0
XVII,1655,SIN_CATEGORÍA,M,0,0,0
XVII,1655,SIN_CATEGORÍA,M,,,0
XVII,1656,INDIA,F,12,0,12
XVII,1656,INDIA,F,,,3
XVII,1656,INDIA,M,13,3,16
XVII,1656,INDIA,M,,,2
XVII,1656,ESPAÑOLA,F,14,2,16
XVII,1656,ESPAÑOLA,F,,,3
XVII,1656,ESPAÑOLA,M,8,2,10
XVII,1656,ESPAÑOLA,M,,,9
XVII,1656,MESTIZA,F,3,5,8
XVII,1656,MESTIZA,F,,,0
XVII,1656,MESTIZA,M,3,1,4
XVII,1656,MESTIZA,M,,,2
XVII,1656,CASTIZA,F,0,0,0
XVII,1656,CASTIZA,F,,,0
XVII,1656,CASTIZA,M,0,0,0
XVII,1656,CASTIZA,M,,,0
XVII,1656,MORISCA,F,0,0,0
XVII,1656,MORISCA,F,,,0
XVII,1656,MORISCA,M,0,0,0
XVII,1656,MORISCA,M,,,0
XVII,1656,MULATA,F,2,2,4
XVII,1656,MULATA,F,,,0
XVII,1656,MULATA,M,1,1,2
XVII,1656,MULATA,M,,,2
XVII,1656,NEGRA,F,0,0,0
XVII,1656,NEGRA,F,,,0
XVII,1656,NEGRA,M,0,0,0
XVII,1656,NEGRA,M,,,0
XVII,1656,SIN_CATEGORÍA,F,0,0,0
XVII,1656,SIN_CATEGORÍA,F,,,0
XVII,1656,SIN_CATEGORÍA,M,0,0,0
XVII,1656,SIN_CATEGORÍA,M,,,0
XVII,1657,INDIA,F,2,0,2
XVII,1657,INDIA,F,,,4
XVII,1657,INDIA,M,3,0,3
XVII,1657,INDIA,M,,,3
XVII,1657,ESPAÑOLA,F,3,1,4
XVII,1657,ESPAÑOLA,F,,,2
XVII,1657,ESPAÑOLA,M,3,0,3
XVII,1657,ESPAÑOLA,M,,,5
XVII,1657,MESTIZA,F,1,1,2
XVII,1657,MESTIZA,F,,,0
XVII,1657,MESTIZA,M,1,0,1
XVII,1657,MESTIZA,M,,,1
XVII,1657,CASTIZA,F,0,0,0
XVII,1657,CASTIZA,F,,,0
XVII,1657,CASTIZA,M,0,0,0
XVII,1657,CASTIZA,M,,,0
XVII,1657,MORISCA,F,0,0,0
XVII,1657,MORISCA,F,,,0
XVII,1657,MORISCA,M,0,0,0
XVII,1657,MORISCA,M,,,0
XVII,1657,MULATA,F,0,1,1
XVII,1657,MULATA,F,,,1
XVII,1657,MULATA,M,0,0,0
XVII,1657,MULATA,M,,,1
XVII,1657,NEGRA,F,0,0,0
XVII,1657,NEGRA,F,,,0
XVII,1657,NEGRA,M,0,0,0
XVII,1657,NEGRA,M,,,0
XVII,1657,SIN_CATEGORÍA,F,0,0,0
XVII,1657,SIN_CATEGORÍA,F,,,0
XVII,1657,SIN_CATEGORÍA,M,0,0,0
XVII,1657,SIN_CATEGORÍA,M,,,0
XVII,1658,INDIA,F,5,2,7
XVII,1658,INDIA,F,,,3
XVII,1658,INDIA,M,2,0,2
XVII,1658,INDIA,M,,,6
XVII,1658,ESPAÑOLA,F,6,2,8
XVII,1658,ESPAÑOLA,F,,,0
XVII,1658,ESPAÑOLA,M,2,0,2
XVII,1658,ESPAÑOLA,M,,,3
XVII,1658,MESTIZA,F,1,2,3
XVII,1658,MESTIZA,F,,,2
XVII,1658,MESTIZA,M,5,2,7
XVII,1658,MESTIZA,M,,,2
XVII,1658,CASTIZA,F,0,0,0
XVII,1658,CASTIZA,F,,,0
XVII,1658,CASTIZA,M,0,0,0
XVII,1658,CASTIZA,M,,,0
XVII,1658,MORISCA,F,0,0,0
XVII,1658,MORISCA,F,,,0
XVII,1658,MORISCA,M,0,0,0
XVII,1658,MORISCA,M,,,0
XVII,1658,MULATA,F,1,0,1
XVII,1658,MULATA,F,,,0
XVII,1658,MULATA,M,1,0,1
XVII,1658,MULATA,M,,,1
XVII,1658,NEGRA,F,0,0,0
XVII,1658,NEGRA,F,,,3
XVII,1658,NEGRA,M,0,0,0
XVII,1658,NEGRA,M,,,0
XVII,1658,SIN_CATEGORÍA,F,0,0,0
XVII,1658,SIN_CATEGORÍA,F,,,0
XVII,1658,SIN_CATEGORÍA,M,0,0,0
XVII,1658,SIN_CATEGORÍA,M,,,0
XVII,1659,INDIA,F,5,2,7
XVII,1659,INDIA,F,,,10
XVII,1659,INDIA,M,9,2,11
XVII,1659,INDIA,M,,,9
XVII,1659,ESPAÑOLA,F,18,4,22
XVII,1659,ESPAÑOLA,F,,,7
XVII,1659,ESPAÑOLA,M,19,1,20
XVII,1659,ESPAÑOLA,M,,,8
XVII,1659,MESTIZA,F,6,2,8
XVII,1659,MESTIZA,F,,,2
XVII,1659,MESTIZA,M,4,8,12
XVII,1659,MESTIZA,M,,,3
XVII,1659,CASTIZA,F,0,0,0
XVII,1659,CASTIZA,F,,,0
XVII,1659,CASTIZA,M,0,0,0
XVII,1659,CASTIZA,M,,,0
XVII,1659,MORISCA,F,0,0,0
XVII,1659,MORISCA,F,,,1
XVII,1659,MORISCA,M,0,0,0
XVII,1659,MORISCA,M,,,0
XVII,1659,MULATA,F,1,1,2
XVII,1659,MULATA,F,,,2
XVII,1659,MULATA,M,0,0,0
XVII,1659,MULATA,M,,,1
XVII,1659,NEGRA,F,0,0,0
XVII,1659,NEGRA,F,,,1
XVII,1659,NEGRA,M,0,1,1
XVII,1659,NEGRA,M,,,0
XVII,1659,SIN_CATEGORÍA,F,0,0,0
XVII,1659,SIN_CATEGORÍA,F,,,0
XVII,1659,SIN_CATEGORÍA,M,0,0,0
XVII,1659,SIN_CATEGORÍA,M,,,2
XVII,1660,INDIA,F,4,2,6
XVII,1660,INDIA,F,,,7
XVII,1660,INDIA,M,8,2,10
XVII,1660,INDIA,M,,,6
XVII,1660,ESPAÑOLA,F,5,0,5
XVII,1660,ESPAÑOLA,F,,,1
XVII,1660,ESPAÑOLA,M,4,2,6
XVII,1660,ESPAÑOLA,M,,,10
XVII,1660,MESTIZA,F,1,1,2
XVII,1660,MESTIZA,F,,,3
XVII,1660,MESTIZA,M,1,0,1
XVII,1660,MESTIZA,M,,,2
XVII,1660,CASTIZA,F,0,0,0
XVII,1660,CASTIZA,F,,,0
XVII,1660,CASTIZA,M,0,0,0
XVII,1660,CASTIZA,M,,,0
XVII,1660,MORISCA,F,0,0,0
XVII,1660,MORISCA,F,,,0
XVII,1660,MORISCA,M,0,0,0
XVII,1660,MORISCA,M,,,0
XVII,1660,MULATA,F,0,0,0
XVII,1660,MULATA,F,,,1
XVII,1660,MULATA,M,2,3,5
XVII,1660,MULATA,M,,,2
XVII,1660,NEGRA,F,0,0,0
XVII,1660,NEGRA,F,,,0
XVII,1660,NEGRA,M,0,1,1
XVII,1660,NEGRA,M,,,0
XVII,1660,SIN_CATEGORÍA,F,0,0,0
XVII,1660,SIN_CATEGORÍA,F,,,0
XVII,1660,SIN_CATEGORÍA,M,0,0,0
XVII,1660,SIN_CATEGORÍA,M,,,0
XVII,1661,INDIA,F,0,0,0
XVII,1661,INDIA,F,,,5
XVII,1661,INDIA,M,0,0,0
XVII,1661,INDIA,M,,,8
XVII,1661,ESPAÑOLA,F,0,0,0
XVII,1661,ESPAÑOLA,F,,,0
XVII,1661,ESPAÑOLA,M,0,0,0
XVII,1661,ESPAÑOLA,M,,,0
XVII,1661,MESTIZA,F,0,0,0
XVII,1661,MESTIZA,F,,,1
XVII,1661,MESTIZA,M,0,0,0
XVII,1661,MESTIZA,M,,,1
XVII,1661,CASTIZA,F,0,0,0
XVII,1661,CASTIZA,F,,,0
XVII,1661,CASTIZA,M,0,0,0
XVII,1661,CASTIZA,M,,,0
XVII,1661,MORISCA,F,0,0,0
XVII,1661,MORISCA,F,,,0
XVII,1661,MORISCA,M,0,0,0
XVII,1661,MORISCA,M,,,0
XVII,1661,MULATA,F,0,0,0
XVII,1661,MULATA,F,,,0
XVII,1661,MULATA,M,0,0,0
XVII,1661,MULATA,M,,,2
XVII,1661,NEGRA,F,0,0,0
XVII,1661,NEGRA,F,,,0
XVII,1661,NEGRA,M,0,0,0
XVII,1661,NEGRA,M,,,0
XVII,1661,SIN_CATEGORÍA,F,0,0,0
