SIGLO,AÑO,ETNIA_M,ETNIA_F,MATRIMONIOS
XVII,1625,MASCULINO SIN CATEG.,INDIA,0
XVII,1625,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1625,MASCULINO SIN CATEG.,MORISCA,0
XVII,1625,MASCULINO SIN CATEG.,MULATA,0
XVII,1625,MASCULINO SIN CATEG.,NEGRA,0
XVII,1625,MESTIZO,CASTIZA,0
XVII,1625,MESTIZO,ESPAÑOLA,0
XVII,1625,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1625,MESTIZO,INDIA,0
XVII,1625,MESTIZO,MESTIZA,0
XVII,1625,MESTIZO,MORISCA,0
XVII,1625,MESTIZO,MULATA,0
XVII,1625,MESTIZO,NEGRA,0
XVII,1625,MORISCO,CASTIZA,0
XVII,1625,MORISCO,ESPAÑOLA,0
XVII,1625,MORISCO,FEMENINA SIN CATEG.,0
XVII,1625,MORISCO,INDIA,0
XVII,1625,MORISCO,MESTIZA,0
XVII,1625,MORISCO,MORISCA,0
XVII,1625,MORISCO,MULATA,0
XVII,1625,MORISCO,NEGRA,0
XVII,1625,MULATO,CASTIZA,0
XVII,1625,MULATO,ESPAÑOLA,0
XVII,1625,MULATO,FEMENINA SIN CATEG.,0
XVII,1625,MULATO,INDIA,0
XVII,1625,MULATO,MESTIZA,0
XVII,1625,MULATO,MORISCA,0
XVII,1625,MULATO,MULATA,0
XVII,1625,MULATO,NEGRA,0
XVII,1625,NEGRO,CASTIZA,0
XVII,1625,NEGRO,ESPAÑOLA,0
XVII,1625,NEGRO,FEMENINA SIN CATEG.,0
XVII,1625,NEGRO,INDIA,0
XVII,1625,NEGRO,MESTIZA,0
XVII,1625,NEGRO,MORISCA,0
XVII,1625,NEGRO,MULATA,0
XVII,1625,NEGRO,NEGRA,2
XVII,1626,CASTIZO,CASTIZA,0
XVII,1626,CASTIZO,ESPAÑOLA,0
XVII,1626,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1626,CASTIZO,INDIA,0
XVII,1626,CASTIZO,MESTIZA,0
XVII,1626,CASTIZO,MORISCA,0
XVII,1626,CASTIZO,MULATA,0
XVII,1626,CASTIZO,NEGRA,0
XVII,1626,ESPAÑOL,CASTIZA,0
XVII,1626,ESPAÑOL,ESPAÑOLA,1
XVII,1626,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1626,ESPAÑOL,INDIA,0
XVII,1626,ESPAÑOL,MESTIZA,0
XVII,1626,ESPAÑOL,MORISCA,0
XVII,1626,ESPAÑOL,MULATA,0
XVII,1626,ESPAÑOL,NEGRA,0
XVII,1626,INDIO,CASTIZA,0
XVII,1626,INDIO,ESPAÑOLA,0
XVII,1626,INDIO,FEMENINA SIN CATEG.,0
XVII,1626,INDIO,INDIA,7
XVII,1626,INDIO,MESTIZA,1
XVII,1626,INDIO,MORISCA,0
XVII,1626,INDIO,MULATA,0
XVII,1626,INDIO,NEGRA,0
XVII,1626,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1626,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1626,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,1
XVII,1626,MASCULINO SIN CATEG.,INDIA,1
XVII,1626,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1626,MASCULINO SIN CATEG.,MORISCA,0
XVII,1626,MASCULINO SIN CATEG.,MULATA,0
XVII,1626,MASCULINO SIN CATEG.,NEGRA,0
XVII,1626,MESTIZO,CASTIZA,0
XVII,1626,MESTIZO,ESPAÑOLA,0
XVII,1626,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1626,MESTIZO,INDIA,0
XVII,1626,MESTIZO,MESTIZA,0
XVII,1626,MESTIZO,MORISCA,0
XVII,1626,MESTIZO,MULATA,0
XVII,1626,MESTIZO,NEGRA,0
XVII,1626,MORISCO,CASTIZA,0
XVII,1626,MORISCO,ESPAÑOLA,0
XVII,1626,MORISCO,FEMENINA SIN CATEG.,0
XVII,1626,MORISCO,INDIA,0
XVII,1626,MORISCO,MESTIZA,0
XVII,1626,MORISCO,MORISCA,0
XVII,1626,MORISCO,MULATA,0
XVII,1626,MORISCO,NEGRA,0
XVII,1626,MULATO,CASTIZA,0
XVII,1626,MULATO,ESPAÑOLA,0
XVII,1626,MULATO,FEMENINA SIN CATEG.,0
XVII,1626,MULATO,INDIA,0
XVII,1626,MULATO,MESTIZA,0
XVII,1626,MULATO,MORISCA,0
XVII,1626,MULATO,MULATA,0
XVII,1626,MULATO,NEGRA,0
XVII,1626,NEGRO,CASTIZA,0
XVII,1626,NEGRO,ESPAÑOLA,0
XVII,1626,NEGRO,FEMENINA SIN CATEG.,0
XVII,1626,NEGRO,INDIA,0
XVII,1626,NEGRO,MESTIZA,0
XVII,1626,NEGRO,MORISCA,0
XVII,1626,NEGRO,MULATA,0
XVII,1626,NEGRO,NEGRA,0
XVII,1627,CASTIZO,CASTIZA,0
XVII,1627,CASTIZO,ESPAÑOLA,0
XVII,1627,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1627,CASTIZO,INDIA,0
XVII,1627,CASTIZO,MESTIZA,0
XVII,1627,CASTIZO,MORISCA,0
XVII,1627,CASTIZO,MULATA,0
XVII,1627,CASTIZO,NEGRA,0
XVII,1627,ESPAÑOL,CASTIZA,0
XVII,1627,ESPAÑOL,ESPAÑOLA,1
XVII,1627,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1627,ESPAÑOL,INDIA,0
XVII,1627,ESPAÑOL,MESTIZA,0
XVII,1627,ESPAÑOL,MORISCA,0
XVII,1627,ESPAÑOL,MULATA,1
XVII,1627,ESPAÑOL,NEGRA,0
XVII,1627,INDIO,CASTIZA,0
XVII,1627,INDIO,ESPAÑOLA,0
XVII,1627,INDIO,FEMENINA SIN CATEG.,0
XVII,1627,INDIO,INDIA,3
XVII,1627,INDIO,MESTIZA,0
XVII,1627,INDIO,MORISCA,0
XVII,1627,INDIO,MULATA,1
XVII,1627,INDIO,NEGRA,0
XVII,1627,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1627,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1627,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1627,MASCULINO SIN CATEG.,INDIA,0
XVII,1627,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1627,MASCULINO SIN CATEG.,MORISCA,0
XVII,1627,MASCULINO SIN CATEG.,MULATA,0
XVII,1627,MASCULINO SIN CATEG.,NEGRA,0
XVII,1627,MESTIZO,CASTIZA,0
XVII,1627,MESTIZO,ESPAÑOLA,0
XVII,1627,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1627,MESTIZO,INDIA,0
XVII,1627,MESTIZO,MESTIZA,1
XVII,1627,MESTIZO,MORISCA,0
XVII,1627,MESTIZO,MULATA,0
XVII,1627,MESTIZO,NEGRA,0
XVII,1627,MORISCO,CASTIZA,0
XVII,1627,MORISCO,ESPAÑOLA,0
XVII,1627,MORISCO,FEMENINA SIN CATEG.,0
XVII,1627,MORISCO,INDIA,0
XVII,1627,MORISCO,MESTIZA,0
XVII,1627,MORISCO,MORISCA,0
XVII,1627,MORISCO,MULATA,0
XVII,1627,MORISCO,NEGRA,0
XVII,1627,MULATO,CASTIZA,0
XVII,1627,MULATO,ESPAÑOLA,0
XVII,1627,MULATO,FEMENINA SIN CATEG.,0
XVII,1627,MULATO,INDIA,0
XVII,1627,MULATO,MESTIZA,0
XVII,1627,MULATO,MORISCA,0
XVII,1627,MULATO,MULATA,0
XVII,1627,MULATO,NEGRA,0
XVII,1627,NEGRO,CASTIZA,0
XVII,1627,NEGRO,ESPAÑOLA,0
XVII,1627,NEGRO,FEMENINA SIN CATEG.,0
XVII,1627,NEGRO,INDIA,0
XVII,1627,NEGRO,MESTIZA,0
XVII,1627,NEGRO,MORISCA,0
XVII,1627,NEGRO,MULATA,0
XVII,1627,NEGRO,NEGRA,0
XVII,1628,CASTIZO,CASTIZA,0
XVII,1628,CASTIZO,ESPAÑOLA,0
XVII,1628,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1628,CASTIZO,INDIA,0
XVII,1628,CASTIZO,MESTIZA,0
XVII,1628,CASTIZO,MORISCA,0
XVII,1628,CASTIZO,MULATA,0
XVII,1628,CASTIZO,NEGRA,0
XVII,1628,ESPAÑOL,CASTIZA,0
XVII,1628,ESPAÑOL,ESPAÑOLA,0
XVII,1628,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1628,ESPAÑOL,INDIA,0
XVII,1628,ESPAÑOL,MESTIZA,0
XVII,1628,ESPAÑOL,MORISCA,0
XVII,1628,ESPAÑOL,MULATA,0
XVII,1628,ESPAÑOL,NEGRA,0
XVII,1628,INDIO,CASTIZA,0
XVII,1628,INDIO,ESPAÑOLA,0
XVII,1628,INDIO,FEMENINA SIN CATEG.,0
XVII,1628,INDIO,INDIA,0
XVII,1628,INDIO,MESTIZA,0
XVII,1628,INDIO,MORISCA,0
XVII,1628,INDIO,MULATA,0
XVII,1628,INDIO,NEGRA,0
XVII,1628,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1628,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1628,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1628,MASCULINO SIN CATEG.,INDIA,0
XVII,1628,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1628,MASCULINO SIN CATEG.,MORISCA,0
XVII,1628,MASCULINO SIN CATEG.,MULATA,0
XVII,1628,MASCULINO SIN CATEG.,NEGRA,0
XVII,1628,MESTIZO,CASTIZA,0
XVII,1628,MESTIZO,ESPAÑOLA,0
XVII,1628,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1628,MESTIZO,INDIA,0
XVII,1628,MESTIZO,MESTIZA,0
XVII,1628,MESTIZO,MORISCA,0
XVII,1628,MESTIZO,MULATA,0
XVII,1628,MESTIZO,NEGRA,0
XVII,1628,MORISCO,CASTIZA,0
XVII,1628,MORISCO,ESPAÑOLA,0
XVII,1628,MORISCO,FEMENINA SIN CATEG.,0
XVII,1628,MORISCO,INDIA,0
XVII,1628,MORISCO,MESTIZA,0
XVII,1628,MORISCO,MORISCA,0
XVII,1628,MORISCO,MULATA,0
XVII,1628,MORISCO,NEGRA,0
XVII,1628,MULATO,CASTIZA,0
XVII,1628,MULATO,ESPAÑOLA,0
XVII,1628,MULATO,FEMENINA SIN CATEG.,0
XVII,1628,MULATO,INDIA,0
XVII,1628,MULATO,MESTIZA,0
XVII,1628,MULATO,MORISCA,0
XVII,1628,MULATO,MULATA,0
XVII,1628,MULATO,NEGRA,0
XVII,1628,NEGRO,CASTIZA,0
XVII,1628,NEGRO,ESPAÑOLA,0
XVII,1628,NEGRO,FEMENINA SIN CATEG.,0
XVII,1628,NEGRO,INDIA,0
XVII,1628,NEGRO,MESTIZA,0
XVII,1628,NEGRO,MORISCA,0
XVII,1628,NEGRO,MULATA,0
XVII,1628,NEGRO,NEGRA,0
XVII,1629,CASTIZO,CASTIZA,0
XVII,1629,CASTIZO,ESPAÑOLA,0
XVII,1629,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1629,CASTIZO,INDIA,0
XVII,1629,CASTIZO,MESTIZA,0
XVII,1629,CASTIZO,MORISCA,0
XVII,1629,CASTIZO,MULATA,0
XVII,1629,CASTIZO,NEGRA,0
XVII,1629,ESPAÑOL,CASTIZA,0
XVII,1629,ESPAÑOL,ESPAÑOLA,0
XVII,1629,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1629,ESPAÑOL,INDIA,0
XVII,1629,ESPAÑOL,MESTIZA,0
XVII,1629,ESPAÑOL,MORISCA,0
XVII,1629,ESPAÑOL,MULATA,0
XVII,1629,ESPAÑOL,NEGRA,0
XVII,1629,INDIO,CASTIZA,0
XVII,1629,INDIO,ESPAÑOLA,0
XVII,1629,INDIO,FEMENINA SIN CATEG.,0
XVII,1629,INDIO,INDIA,0
XVII,1629,INDIO,MESTIZA,0
XVII,1629,INDIO,MORISCA,0
XVII,1629,INDIO,MULATA,0
XVII,1629,INDIO,NEGRA,0
XVII,1629,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1629,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1629,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1629,MASCULINO SIN CATEG.,INDIA,0
XVII,1629,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1629,MASCULINO SIN CATEG.,MORISCA,0
XVII,1629,MASCULINO SIN CATEG.,MULATA,0
XVII,1629,MASCULINO SIN CATEG.,NEGRA,0
XVII,1629,MESTIZO,CASTIZA,0
XVII,1629,MESTIZO,ESPAÑOLA,0
XVII,1629,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1629,MESTIZO,INDIA,0
XVII,1629,MESTIZO,MESTIZA,0
XVII,1629,MESTIZO,MORISCA,0
XVII,1629,MESTIZO,MULATA,0
XVII,1629,MESTIZO,NEGRA,0
XVII,1629,MORISCO,CASTIZA,0
XVII,1629,MORISCO,ESPAÑOLA,0
XVII,1629,MORISCO,FEMENINA SIN CATEG.,0
XVII,1629,MORISCO,INDIA,0
XVII,1629,MORISCO,MESTIZA,0
XVII,1629,MORISCO,MORISCA,0
XVII,1629,MORISCO,MULATA,0
XVII,1629,MORISCO,NEGRA,0
XVII,1629,MULATO,CASTIZA,0
XVII,1629,MULATO,ESPAÑOLA,0
XVII,1629,MULATO,FEMENINA SIN CATEG.,0
XVII,1629,MULATO,INDIA,0
XVII,1629,MULATO,MESTIZA,0
XVII,1629,MULATO,MORISCA,0
XVII,1629,MULATO,MULATA,0
XVII,1629,MULATO,NEGRA,0
XVII,1629,NEGRO,CASTIZA,0
XVII,1629,NEGRO,ESPAÑOLA,0
XVII,1629,NEGRO,FEMENINA SIN CATEG.,0
XVII,1629,NEGRO,INDIA,0
XVII,1629,NEGRO,MESTIZA,0
XVII,1629,NEGRO,MORISCA,0
XVII,1629,NEGRO,MULATA,0
XVII,1629,NEGRO,NEGRA,0
XVII,1630,CASTIZO,CASTIZA,0
XVII,1630,CASTIZO,ESPAÑOLA,0
XVII,1630,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1630,CASTIZO,INDIA,0
XVII,1630,CASTIZO,MESTIZA,0
XVII,1630,CASTIZO,MORISCA,0
XVII,1630,CASTIZO,MULATA,0
XVII,1630,CASTIZO,NEGRA,0
XVII,1630,ESPAÑOL,CASTIZA,0
XVII,1630,ESPAÑOL,ESPAÑOLA,0
XVII,1630,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1630,ESPAÑOL,INDIA,0
XVII,1630,ESPAÑOL,MESTIZA,0
XVII,1630,ESPAÑOL,MORISCA,0
XVII,1630,ESPAÑOL,MULATA,0
XVII,1630,ESPAÑOL,NEGRA,0
XVII,1630,INDIO,CASTIZA,0
XVII,1630,INDIO,ESPAÑOLA,0
XVII,1630,INDIO,FEMENINA SIN CATEG.,0
XVII,1630,INDIO,INDIA,0
XVII,1630,INDIO,MESTIZA,0
XVII,1630,INDIO,MORISCA,0
XVII,1630,INDIO,MULATA,0
XVII,1630,INDIO,NEGRA,0
XVII,1630,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1630,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1630,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1630,MASCULINO SIN CATEG.,INDIA,0
XVII,1630,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1630,MASCULINO SIN CATEG.,MORISCA,0
XVII,1630,MASCULINO SIN CATEG.,MULATA,0
XVII,1630,MASCULINO SIN CATEG.,NEGRA,0
XVII,1630,MESTIZO,CASTIZA,0
XVII,1630,MESTIZO,ESPAÑOLA,0
XVII,1630,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1630,MESTIZO,INDIA,0
XVII,1630,MESTIZO,MESTIZA,0
XVII,1630,MESTIZO,MORISCA,0
XVII,1630,MESTIZO,MULATA,0
XVII,1630,MESTIZO,NEGRA,0
XVII,1630,MORISCO,CASTIZA,0
XVII,1630,MORISCO,ESPAÑOLA,0
XVII,1630,MORISCO,FEMENINA SIN CATEG.,0
XVII,1630,MORISCO,INDIA,0
XVII,1630,MORISCO,MESTIZA,0
XVII,1630,MORISCO,MORISCA,0
XVII,1630,MORISCO,MULATA,0
XVII,1630,MORISCO,NEGRA,0
XVII,1630,MULATO,CASTIZA,0
XVII,1630,MULATO,ESPAÑOLA,0
XVII,1630,MULATO,FEMENINA SIN CATEG.,0
XVII,1630,MULATO,INDIA,0
XVII,1630,MULATO,MESTIZA,0
XVII,1630,MULATO,MORISCA,0
XVII,1630,MULATO,MULATA,0
XVII,1630,MULATO,NEGRA,0
XVII,1630,NEGRO,CASTIZA,0
XVII,1630,NEGRO,ESPAÑOLA,0
XVII,1630,NEGRO,FEMENINA SIN CATEG.,0
XVII,1630,NEGRO,INDIA,0
XVII,1630,NEGRO,MESTIZA,0
XVII,1630,NEGRO,MORISCA,0
XVII,1630,NEGRO,MULATA,0
XVII,1630,NEGRO,NEGRA,0
XVII,1631,CASTIZO,CASTIZA,0
XVII,1631,CASTIZO,ESPAÑOLA,0
XVII,1631,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1631,CASTIZO,INDIA,0
XVII,1631,CASTIZO,MESTIZA,0
XVII,1631,CASTIZO,MORISCA,0
XVII,1631,CASTIZO,MULATA,0
XVII,1631,CASTIZO,NEGRA,0
XVII,1631,ESPAÑOL,CASTIZA,0
XVII,1631,ESPAÑOL,ESPAÑOLA,0
XVII,1631,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1631,ESPAÑOL,INDIA,0
XVII,1631,ESPAÑOL,MESTIZA,0
XVII,1631,ESPAÑOL,MORISCA,0
XVII,1631,ESPAÑOL,MULATA,0
XVII,1631,ESPAÑOL,NEGRA,0
XVII,1631,INDIO,CASTIZA,0
XVII,1631,INDIO,ESPAÑOLA,0
XVII,1631,INDIO,FEMENINA SIN CATEG.,0
XVII,1631,INDIO,INDIA,0
XVII,1631,INDIO,MESTIZA,0
XVII,1631,INDIO,MORISCA,0
XVII,1631,INDIO,MULATA,0
XVII,1631,INDIO,NEGRA,0
XVII,1631,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1631,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1631,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1631,MASCULINO SIN CATEG.,INDIA,0
XVII,1631,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1631,MASCULINO SIN CATEG.,MORISCA,0
XVII,1631,MASCULINO SIN CATEG.,MULATA,0
XVII,1631,MASCULINO SIN CATEG.,NEGRA,0
XVII,1631,MESTIZO,CASTIZA,0
XVII,1631,MESTIZO,ESPAÑOLA,0
XVII,1631,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1631,MESTIZO,INDIA,0
XVII,1631,MESTIZO,MESTIZA,0
XVII,1631,MESTIZO,MORISCA,0
XVII,1631,MESTIZO,MULATA,0
XVII,1631,MESTIZO,NEGRA,0
XVII,1631,MORISCO,CASTIZA,0
XVII,1631,MORISCO,ESPAÑOLA,0
XVII,1631,MORISCO,FEMENINA SIN CATEG.,0
XVII,1631,MORISCO,INDIA,0
XVII,1631,MORISCO,MESTIZA,0
XVII,1631,MORISCO,MORISCA,0
XVII,1631,MORISCO,MULATA,0
XVII,1631,MORISCO,NEGRA,0
XVII,1631,MULATO,CASTIZA,0
XVII,1631,MULATO,ESPAÑOLA,0
XVII,1631,MULATO,FEMENINA SIN CATEG.,0
XVII,1631,MULATO,INDIA,0
XVII,1631,MULATO,MESTIZA,0
XVII,1631,MULATO,MORISCA,0
XVII,1631,MULATO,MULATA,0
XVII,1631,MULATO,NEGRA,0
XVII,1631,NEGRO,CASTIZA,0
XVII,1631,NEGRO,ESPAÑOLA,0
XVII,1631,NEGRO,FEMENINA SIN CATEG.,0
XVII,1631,NEGRO,INDIA,0
XVII,1631,NEGRO,MESTIZA,0
XVII,1631,NEGRO,MORISCA,0
XVII,1631,NEGRO,MULATA,0
XVII,1631,NEGRO,NEGRA,0
XVII,1632,CASTIZO,CASTIZA,0
XVII,1632,CASTIZO,ESPAÑOLA,0
XVII,1632,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1632,CASTIZO,INDIA,0
XVII,1632,CASTIZO,MESTIZA,0
XVII,1632,CASTIZO,MORISCA,0
XVII,1632,CASTIZO,MULATA,0
XVII,1632,CASTIZO,NEGRA,0
XVII,1632,ESPAÑOL,CASTIZA,0
XVII,1632,ESPAÑOL,ESPAÑOLA,0
XVII,1632,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1632,ESPAÑOL,INDIA,0
XVII,1632,ESPAÑOL,MESTIZA,0
XVII,1632,ESPAÑOL,MORISCA,0
XVII,1632,ESPAÑOL,MULATA,0
XVII,1632,ESPAÑOL,NEGRA,0
XVII,1632,INDIO,CASTIZA,0
XVII,1632,INDIO,ESPAÑOLA,0
XVII,1632,INDIO,FEMENINA SIN CATEG.,0
XVII,1632,INDIO,INDIA,0
XVII,1632,INDIO,MESTIZA,0
XVII,1632,INDIO,MORISCA,0
XVII,1632,INDIO,MULATA,0
XVII,1632,INDIO,NEGRA,0
XVII,1632,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1632,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1632,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1632,MASCULINO SIN CATEG.,INDIA,0
XVII,1632,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1632,MASCULINO SIN CATEG.,MORISCA,0
XVII,1632,MASCULINO SIN CATEG.,MULATA,0
XVII,1632,MASCULINO SIN CATEG.,NEGRA,0
XVII,1632,MESTIZO,CASTIZA,0
XVII,1632,MESTIZO,ESPAÑOLA,0
XVII,1632,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1632,MESTIZO,INDIA,0
XVII,1632,MESTIZO,MESTIZA,0
XVII,1632,MESTIZO,MORISCA,0
XVII,1632,MESTIZO,MULATA,0
XVII,1632,MESTIZO,NEGRA,0
XVII,1632,MORISCO,CASTIZA,0
XVII,1632,MORISCO,ESPAÑOLA,0
XVII,1632,MORISCO,FEMENINA SIN CATEG.,0
XVII,1632,MORISCO,INDIA,0
XVII,1632,MORISCO,MESTIZA,0
XVII,1632,MORISCO,MORISCA,0
XVII,1632,MORISCO,MULATA,0
XVII,1632,MORISCO,NEGRA,0
XVII,1632,MULATO,CASTIZA,0
XVII,1632,MULATO,ESPAÑOLA,0
XVII,1632,MULATO,FEMENINA SIN CATEG.,0
XVII,1632,MULATO,INDIA,0
XVII,1632,MULATO,MESTIZA,0
XVII,1632,MULATO,MORISCA,0
XVII,1632,MULATO,MULATA,0
XVII,1632,MULATO,NEGRA,0
XVII,1632,NEGRO,CASTIZA,0
XVII,1632,NEGRO,ESPAÑOLA,0
XVII,1632,NEGRO,FEMENINA SIN CATEG.,0
XVII,1632,NEGRO,INDIA,0
XVII,1632,NEGRO,MESTIZA,0
XVII,1632,NEGRO,MORISCA,0
XVII,1632,NEGRO,MULATA,0
XVII,1632,NEGRO,NEGRA,0
XVII,1633,CASTIZO,CASTIZA,0
XVII,1633,CASTIZO,ESPAÑOLA,0
XVII,1633,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1633,CASTIZO,INDIA,0
XVII,1633,CASTIZO,MESTIZA,0
XVII,1633,CASTIZO,MORISCA,0
XVII,1633,CASTIZO,MULATA,0
XVII,1633,CASTIZO,NEGRA,0
XVII,1633,ESPAÑOL,CASTIZA,0
XVII,1633,ESPAÑOL,ESPAÑOLA,0
XVII,1633,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1633,ESPAÑOL,INDIA,0
XVII,1633,ESPAÑOL,MESTIZA,0
XVII,1633,ESPAÑOL,MORISCA,0
XVII,1633,ESPAÑOL,MULATA,0
XVII,1633,ESPAÑOL,NEGRA,0
XVII,1633,INDIO,CASTIZA,0
XVII,1633,INDIO,ESPAÑOLA,0
XVII,1633,INDIO,FEMENINA SIN CATEG.,0
XVII,1633,INDIO,INDIA,3
XVII,1633,INDIO,MESTIZA,0
XVII,1633,INDIO,MORISCA,0
XVII,1633,INDIO,MULATA,0
XVII,1633,INDIO,NEGRA,0
XVII,1633,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1633,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1633,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,7
XVII,1633,MASCULINO SIN CATEG.,INDIA,0
XVII,1633,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1633,MASCULINO SIN CATEG.,MORISCA,0
XVII,1633,MASCULINO SIN CATEG.,MULATA,0
XVII,1633,MASCULINO SIN CATEG.,NEGRA,0
XVII,1633,MESTIZO,CASTIZA,0
XVII,1633,MESTIZO,ESPAÑOLA,0
XVII,1633,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1633,MESTIZO,INDIA,0
XVII,1633,MESTIZO,MESTIZA,0
XVII,1633,MESTIZO,MORISCA,0
XVII,1633,MESTIZO,MULATA,0
XVII,1633,MESTIZO,NEGRA,0
XVII,1633,MORISCO,CASTIZA,0
XVII,1633,MORISCO,ESPAÑOLA,0
XVII,1633,MORISCO,FEMENINA SIN CATEG.,0
XVII,1633,MORISCO,INDIA,0
XVII,1633,MORISCO,MESTIZA,0
XVII,1633,MORISCO,MORISCA,0
XVII,1633,MORISCO,MULATA,0
XVII,1633,MORISCO,NEGRA,0
XVII,1633,MULATO,CASTIZA,0
XVII,1633,MULATO,ESPAÑOLA,0
XVII,1633,MULATO,FEMENINA SIN CATEG.,0
XVII,1633,MULATO,INDIA,1
XVII,1633,MULATO,MESTIZA,0
XVII,1633,MULATO,MORISCA,0
XVII,1633,MULATO,MULATA,0
XVII,1633,MULATO,NEGRA,1
XVII,1633,NEGRO,CASTIZA,0
XVII,1633,NEGRO,ESPAÑOLA,0
XVII,1633,NEGRO,FEMENINA SIN CATEG.,0
XVII,1633,NEGRO,INDIA,0
XVII,1633,NEGRO,MESTIZA,0
XVII,1633,NEGRO,MORISCA,0
XVII,1633,NEGRO,MULATA,0
XVII,1633,NEGRO,NEGRA,0
XVII,1634,CASTIZO,CASTIZA,0
XVII,1634,CASTIZO,ESPAÑOLA,0
XVII,1634,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1634,CASTIZO,INDIA,0
XVII,1634,CASTIZO,MESTIZA,0
XVII,1634,CASTIZO,MORISCA,0
XVII,1634,CASTIZO,MULATA,0
XVII,1634,CASTIZO,NEGRA,0
XVII,1634,ESPAÑOL,CASTIZA,0
XVII,1634,ESPAÑOL,ESPAÑOLA,3
XVII,1634,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1634,ESPAÑOL,INDIA,0
XVII,1634,ESPAÑOL,MESTIZA,0
XVII,1634,ESPAÑOL,MORISCA,0
XVII,1634,ESPAÑOL,MULATA,0
XVII,1634,ESPAÑOL,NEGRA,0
XVII,1634,INDIO,CASTIZA,0
XVII,1634,INDIO,ESPAÑOLA,0
XVII,1634,INDIO,FEMENINA SIN CATEG.,0
XVII,1634,INDIO,INDIA,1
XVII,1634,INDIO,MESTIZA,0
XVII,1634,INDIO,MORISCA,0
XVII,1634,INDIO,MULATA,0
XVII,1634,INDIO,NEGRA,0
XVII,1634,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1634,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1634,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,16
XVII,1634,MASCULINO SIN CATEG.,INDIA,0
XVII,1634,MASCULINO SIN CATEG.,MESTIZA,0
