SIGLO,AÑO,ETNIA_M,ETNIA_F,MATRIMONIOS
XVII,1687,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1687,MASCULINO SIN CATEG.,MORISCA,0
XVII,1687,MASCULINO SIN CATEG.,MULATA,0
XVII,1687,MASCULINO SIN CATEG.,NEGRA,0
XVII,1687,MESTIZO,CASTIZA,0
XVII,1687,MESTIZO,ESPAÑOLA,1
XVII,1687,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1687,MESTIZO,INDIA,0
XVII,1687,MESTIZO,MESTIZA,5
XVII,1687,MESTIZO,MORISCA,0
XVII,1687,MESTIZO,MULATA,0
XVII,1687,MESTIZO,NEGRA,0
XVII,1687,MORISCO,CASTIZA,0
XVII,1687,MORISCO,ESPAÑOLA,0
XVII,1687,MORISCO,FEMENINA SIN CATEG.,0
XVII,1687,MORISCO,INDIA,0
XVII,1687,MORISCO,MESTIZA,0
XVII,1687,MORISCO,MORISCA,0
XVII,1687,MORISCO,MULATA,1
XVII,1687,MORISCO,NEGRA,0
XVII,1687,MULATO,CASTIZA,0
XVII,1687,MULATO,ESPAÑOLA,0
XVII,1687,MULATO,FEMENINA SIN CATEG.,0
XVII,1687,MULATO,INDIA,2
XVII,1687,MULATO,MESTIZA,0
XVII,1687,MULATO,MORISCA,1
XVII,1687,MULATO,MULATA,0
XVII,1687,MULATO,NEGRA,0
XVII,1687,NEGRO,CASTIZA,0
XVII,1687,NEGRO,ESPAÑOLA,0
XVII,1687,NEGRO,FEMENINA SIN CATEG.,0
XVII,1687,NEGRO,INDIA,0
XVII,1687,NEGRO,MESTIZA,0
XVII,1687,NEGRO,MORISCA,0
XVII,1687,NEGRO,MULATA,0
XVII,1687,NEGRO,NEGRA,0
XVII,1688,CASTIZO,CASTIZA,0
XVII,1688,CASTIZO,ESPAÑOLA,0
XVII,1688,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1688,CASTIZO,INDIA,0
XVII,1688,CASTIZO,MESTIZA,0
XVII,1688,CASTIZO,MORISCA,0
XVII,1688,CASTIZO,MULATA,0
XVII,1688,CASTIZO,NEGRA,0
XVII,1688,ESPAÑOL,CASTIZA,0
XVII,1688,ESPAÑOL,ESPAÑOLA,14
XVII,1688,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1688,ESPAÑOL,INDIA,0
XVII,1688,ESPAÑOL,MESTIZA,0
XVII,1688,ESPAÑOL,MORISCA,0
XVII,1688,ESPAÑOL,MULATA,1
XVII,1688,ESPAÑOL,NEGRA,0
XVII,1688,INDIO,CASTIZA,0
XVII,1688,INDIO,ESPAÑOLA,0
XVII,1688,INDIO,FEMENINA SIN CATEG.,1
XVII,1688,INDIO,INDIA,8
XVII,1688,INDIO,MESTIZA,0
XVII,1688,INDIO,MORISCA,3
XVII,1688,INDIO,MULATA,0
XVII,1688,INDIO,NEGRA,0
XVII,1688,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1688,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1688,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,2
XVII,1688,MASCULINO SIN CATEG.,INDIA,0
XVII,1688,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1688,MASCULINO SIN CATEG.,MORISCA,0
XVII,1688,MASCULINO SIN CATEG.,MULATA,0
XVII,1688,MASCULINO SIN CATEG.,NEGRA,0
XVII,1688,MESTIZO,CASTIZA,0
XVII,1688,MESTIZO,ESPAÑOLA,0
XVII,1688,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1688,MESTIZO,INDIA,1
XVII,1688,MESTIZO,MESTIZA,2
XVII,1688,MESTIZO,MORISCA,0
XVII,1688,MESTIZO,MULATA,1
XVII,1688,MESTIZO,NEGRA,0
XVII,1688,MORISCO,CASTIZA,0
XVII,1688,MORISCO,ESPAÑOLA,0
XVII,1688,MORISCO,FEMENINA SIN CATEG.,0
XVII,1688,MORISCO,INDIA,2
XVII,1688,MORISCO,MESTIZA,1
XVII,1688,MORISCO,MORISCA,0
XVII,1688,MORISCO,MULATA,0
XVII,1688,MORISCO,NEGRA,0
XVII,1688,MULATO,CASTIZA,0
XVII,1688,MULATO,ESPAÑOLA,0
XVII,1688,MULATO,FEMENINA SIN CATEG.,0
XVII,1688,MULATO,INDIA,5
XVII,1688,MULATO,MESTIZA,0
XVII,1688,MULATO,MORISCA,0
XVII,1688,MULATO,MULATA,1
XVII,1688,MULATO,NEGRA,0
XVII,1688,NEGRO,CASTIZA,0
XVII,1688,NEGRO,ESPAÑOLA,0
XVII,1688,NEGRO,FEMENINA SIN CATEG.,0
XVII,1688,NEGRO,INDIA,0
XVII,1688,NEGRO,MESTIZA,1
XVII,1688,NEGRO,MORISCA,0
XVII,1688,NEGRO,MULATA,0
XVII,1688,NEGRO,NEGRA,1
XVII,1689,CASTIZO,CASTIZA,0
XVII,1689,CASTIZO,ESPAÑOLA,0
XVII,1689,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1689,CASTIZO,INDIA,0
XVII,1689,CASTIZO,MESTIZA,0
XVII,1689,CASTIZO,MORISCA,0
XVII,1689,CASTIZO,MULATA,0
XVII,1689,CASTIZO,NEGRA,0
XVII,1689,ESPAÑOL,CASTIZA,1
XVII,1689,ESPAÑOL,ESPAÑOLA,18
XVII,1689,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1689,ESPAÑOL,INDIA,0
XVII,1689,ESPAÑOL,MESTIZA,1
XVII,1689,ESPAÑOL,MORISCA,0
XVII,1689,ESPAÑOL,MULATA,0
XVII,1689,ESPAÑOL,NEGRA,0
XVII,1689,INDIO,CASTIZA,0
XVII,1689,INDIO,ESPAÑOLA,0
XVII,1689,INDIO,FEMENINA SIN CATEG.,0
XVII,1689,INDIO,INDIA,13
XVII,1689,INDIO,MESTIZA,3
XVII,1689,INDIO,MORISCA,0
XVII,1689,INDIO,MULATA,3
XVII,1689,INDIO,NEGRA,0
XVII,1689,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1689,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1689,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,1
XVII,1689,MASCULINO SIN CATEG.,INDIA,0
XVII,1689,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1689,MASCULINO SIN CATEG.,MORISCA,0
XVII,1689,MASCULINO SIN CATEG.,MULATA,0
XVII,1689,MASCULINO SIN CATEG.,NEGRA,0
XVII,1689,MESTIZO,CASTIZA,0
XVII,1689,MESTIZO,ESPAÑOLA,0
XVII,1689,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1689,MESTIZO,INDIA,0
XVII,1689,MESTIZO,MESTIZA,4
XVII,1689,MESTIZO,MORISCA,3
XVII,1689,MESTIZO,MULATA,0
XVII,1689,MESTIZO,NEGRA,0
XVII,1689,MORISCO,CASTIZA,0
XVII,1689,MORISCO,ESPAÑOLA,0
XVII,1689,MORISCO,FEMENINA SIN CATEG.,0
XVII,1689,MORISCO,INDIA,3
XVII,1689,MORISCO,MESTIZA,0
XVII,1689,MORISCO,MORISCA,0
XVII,1689,MORISCO,MULATA,1
XVII,1689,MORISCO,NEGRA,0
XVII,1689,MULATO,CASTIZA,0
XVII,1689,MULATO,ESPAÑOLA,0
XVII,1689,MULATO,FEMENINA SIN CATEG.,0
XVII,1689,MULATO,INDIA,1
XVII,1689,MULATO,MESTIZA,0
XVII,1689,MULATO,MORISCA,1
XVII,1689,MULATO,MULATA,2
XVII,1689,MULATO,NEGRA,0
XVII,1689,NEGRO,CASTIZA,0
XVII,1689,NEGRO,ESPAÑOLA,0
XVII,1689,NEGRO,FEMENINA SIN CATEG.,0
XVII,1689,NEGRO,INDIA,0
XVII,1689,NEGRO,MESTIZA,0
XVII,1689,NEGRO,MORISCA,0
XVII,1689,NEGRO,MULATA,0
XVII,1689,NEGRO,NEGRA,0
XVII,1690,CASTIZO,CASTIZA,0
XVII,1690,CASTIZO,ESPAÑOLA,0
XVII,1690,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1690,CASTIZO,INDIA,0
XVII,1690,CASTIZO,MESTIZA,0
XVII,1690,CASTIZO,MORISCA,0
XVII,1690,CASTIZO,MULATA,0
XVII,1690,CASTIZO,NEGRA,0
XVII,1690,ESPAÑOL,CASTIZA,0
XVII,1690,ESPAÑOL,ESPAÑOLA,12
XVII,1690,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1690,ESPAÑOL,INDIA,0
XVII,1690,ESPAÑOL,MESTIZA,4
XVII,1690,ESPAÑOL,MORISCA,1
XVII,1690,ESPAÑOL,MULATA,1
XVII,1690,ESPAÑOL,NEGRA,0
XVII,1690,INDIO,CASTIZA,0
XVII,1690,INDIO,ESPAÑOLA,0
XVII,1690,INDIO,FEMENINA SIN CATEG.,1
XVII,1690,INDIO,INDIA,11
XVII,1690,INDIO,MESTIZA,0
XVII,1690,INDIO,MORISCA,1
XVII,1690,INDIO,MULATA,2
XVII,1690,INDIO,NEGRA,0
XVII,1690,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1690,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1690,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1690,MASCULINO SIN CATEG.,INDIA,0
XVII,1690,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1690,MASCULINO SIN CATEG.,MORISCA,0
XVII,1690,MASCULINO SIN CATEG.,MULATA,0
XVII,1690,MASCULINO SIN CATEG.,NEGRA,0
XVII,1690,MESTIZO,CASTIZA,1
XVII,1690,MESTIZO,ESPAÑOLA,2
XVII,1690,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1690,MESTIZO,INDIA,1
XVII,1690,MESTIZO,MESTIZA,3
XVII,1690,MESTIZO,MORISCA,0
XVII,1690,MESTIZO,MULATA,1
XVII,1690,MESTIZO,NEGRA,0
XVII,1690,MORISCO,CASTIZA,0
XVII,1690,MORISCO,ESPAÑOLA,0
XVII,1690,MORISCO,FEMENINA SIN CATEG.,1
XVII,1690,MORISCO,INDIA,1
XVII,1690,MORISCO,MESTIZA,0
XVII,1690,MORISCO,MORISCA,0
XVII,1690,MORISCO,MULATA,0
XVII,1690,MORISCO,NEGRA,1
XVII,1690,MULATO,CASTIZA,0
XVII,1690,MULATO,ESPAÑOLA,0
XVII,1690,MULATO,FEMENINA SIN CATEG.,0
XVII,1690,MULATO,INDIA,1
XVII,1690,MULATO,MESTIZA,0
XVII,1690,MULATO,MORISCA,0
XVII,1690,MULATO,MULATA,2
XVII,1690,MULATO,NEGRA,0
XVII,1690,NEGRO,CASTIZA,0
XVII,1690,NEGRO,ESPAÑOLA,0
XVII,1690,NEGRO,FEMENINA SIN CATEG.,0
XVII,1690,NEGRO,INDIA,0
XVII,1690,NEGRO,MESTIZA,0
XVII,1690,NEGRO,MORISCA,0
XVII,1690,NEGRO,MULATA,0
XVII,1690,NEGRO,NEGRA,0
XVII,1691,CASTIZO,CASTIZA,0
XVII,1691,CASTIZO,ESPAÑOLA,0
XVII,1691,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1691,CASTIZO,INDIA,0
XVII,1691,CASTIZO,MESTIZA,0
XVII,1691,CASTIZO,MORISCA,0
XVII,1691,CASTIZO,MULATA,0
XVII,1691,CASTIZO,NEGRA,0
XVII,1691,ESPAÑOL,CASTIZA,0
XVII,1691,ESPAÑOL,ESPAÑOLA,4
XVII,1691,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1691,ESPAÑOL,INDIA,0
XVII,1691,ESPAÑOL,MESTIZA,0
XVII,1691,ESPAÑOL,MORISCA,0
XVII,1691,ESPAÑOL,MULATA,0
XVII,1691,ESPAÑOL,NEGRA,0
XVII,1691,INDIO,CASTIZA,0
XVII,1691,INDIO,ESPAÑOLA,0
XVII,1691,INDIO,FEMENINA SIN CATEG.,0
XVII,1691,INDIO,INDIA,8
XVII,1691,INDIO,MESTIZA,1
XVII,1691,INDIO,MORISCA,2
XVII,1691,INDIO,MULATA,0
XVII,1691,INDIO,NEGRA,0
XVII,1691,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1691,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1691,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1691,MASCULINO SIN CATEG.,INDIA,0
XVII,1691,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1691,MASCULINO SIN CATEG.,MORISCA,0
XVII,1691,MASCULINO SIN CATEG.,MULATA,0
XVII,1691,MASCULINO SIN CATEG.,NEGRA,0
XVII,1691,MESTIZO,CASTIZA,0
XVII,1691,MESTIZO,ESPAÑOLA,0
XVII,1691,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1691,MESTIZO,INDIA,0
XVII,1691,MESTIZO,MESTIZA,3
XVII,1691,MESTIZO,MORISCA,0
XVII,1691,MESTIZO,MULATA,0
XVII,1691,MESTIZO,NEGRA,0
XVII,1691,MORISCO,CASTIZA,0
XVII,1691,MORISCO,ESPAÑOLA,0
XVII,1691,MORISCO,FEMENINA SIN CATEG.,0
XVII,1691,MORISCO,INDIA,0
XVII,1691,MORISCO,MESTIZA,0
XVII,1691,MORISCO,MORISCA,0
XVII,1691,MORISCO,MULATA,0
XVII,1691,MORISCO,NEGRA,0
XVII,1691,MULATO,CASTIZA,0
XVII,1691,MULATO,ESPAÑOLA,0
XVII,1691,MULATO,FEMENINA SIN CATEG.,0
XVII,1691,MULATO,INDIA,3
XVII,1691,MULATO,MESTIZA,0
XVII,1691,MULATO,MORISCA,0
XVII,1691,MULATO,MULATA,1
XVII,1691,MULATO,NEGRA,1
XVII,1691,NEGRO,CASTIZA,0
XVII,1691,NEGRO,ESPAÑOLA,0
XVII,1691,NEGRO,FEMENINA SIN CATEG.,0
XVII,1691,NEGRO,INDIA,0
XVII,1691,NEGRO,MESTIZA,0
XVII,1691,NEGRO,MORISCA,0
XVII,1691,NEGRO,MULATA,0
XVII,1691,NEGRO,NEGRA,0
XVII,1692,CASTIZO,CASTIZA,0
XVII,1692,CASTIZO,ESPAÑOLA,1
XVII,1692,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1692,CASTIZO,INDIA,0
XVII,1692,CASTIZO,MESTIZA,0
XVII,1692,CASTIZO,MORISCA,0
XVII,1692,CASTIZO,MULATA,0
XVII,1692,CASTIZO,NEGRA,0
XVII,1692,ESPAÑOL,CASTIZA,2
XVII,1692,ESPAÑOL,ESPAÑOLA,15
XVII,1692,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1692,ESPAÑOL,INDIA,0
XVII,1692,ESPAÑOL,MESTIZA,0
XVII,1692,ESPAÑOL,MORISCA,0
XVII,1692,ESPAÑOL,MULATA,0
XVII,1692,ESPAÑOL,NEGRA,0
XVII,1692,INDIO,CASTIZA,0
XVII,1692,INDIO,ESPAÑOLA,0
XVII,1692,INDIO,FEMENINA SIN CATEG.,0
XVII,1692,INDIO,INDIA,9
XVII,1692,INDIO,MESTIZA,3
XVII,1692,INDIO,MORISCA,1
XVII,1692,INDIO,MULATA,0
XVII,1692,INDIO,NEGRA,0
XVII,1692,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1692,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1692,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,1
XVII,1692,MASCULINO SIN CATEG.,INDIA,0
XVII,1692,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1692,MASCULINO SIN CATEG.,MORISCA,0
XVII,1692,MASCULINO SIN CATEG.,MULATA,0
XVII,1692,MASCULINO SIN CATEG.,NEGRA,0
XVII,1692,MESTIZO,CASTIZA,0
XVII,1692,MESTIZO,ESPAÑOLA,0
XVII,1692,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1692,MESTIZO,INDIA,1
XVII,1692,MESTIZO,MESTIZA,3
XVII,1692,MESTIZO,MORISCA,0
XVII,1692,MESTIZO,MULATA,0
XVII,1692,MESTIZO,NEGRA,0
XVII,1692,MORISCO,CASTIZA,0
XVII,1692,MORISCO,ESPAÑOLA,0
XVII,1692,MORISCO,FEMENINA SIN CATEG.,0
XVII,1692,MORISCO,INDIA,2
XVII,1692,MORISCO,MESTIZA,0
XVII,1692,MORISCO,MORISCA,0
XVII,1692,MORISCO,MULATA,0
XVII,1692,MORISCO,NEGRA,0
XVII,1692,MULATO,CASTIZA,0
XVII,1692,MULATO,ESPAÑOLA,0
XVII,1692,MULATO,FEMENINA SIN CATEG.,0
XVII,1692,MULATO,INDIA,0
XVII,1692,MULATO,MESTIZA,0
XVII,1692,MULATO,MORISCA,1
XVII,1692,MULATO,MULATA,2
XVII,1692,MULATO,NEGRA,0
XVII,1692,NEGRO,CASTIZA,0
XVII,1692,NEGRO,ESPAÑOLA,0
XVII,1692,NEGRO,FEMENINA SIN CATEG.,0
XVII,1692,NEGRO,INDIA,0
XVII,1692,NEGRO,MESTIZA,0
XVII,1692,NEGRO,MORISCA,0
XVII,1692,NEGRO,MULATA,0
XVII,1692,NEGRO,NEGRA,0
XVII,1693,CASTIZO,CASTIZA,0
XVII,1693,CASTIZO,ESPAÑOLA,0
XVII,1693,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1693,CASTIZO,INDIA,0
XVII,1693,CASTIZO,MESTIZA,0
XVII,1693,CASTIZO,MORISCA,0
XVII,1693,CASTIZO,MULATA,0
XVII,1693,CASTIZO,NEGRA,0
XVII,1693,ESPAÑOL,CASTIZA,1
XVII,1693,ESPAÑOL,ESPAÑOLA,17
XVII,1693,ESPAÑOL,FEMENINA SIN CATEG.,1
XVII,1693,ESPAÑOL,INDIA,0
XVII,1693,ESPAÑOL,MESTIZA,1
XVII,1693,ESPAÑOL,MORISCA,0
XVII,1693,ESPAÑOL,MULATA,0
XVII,1693,ESPAÑOL,NEGRA,0
XVII,1693,INDIO,CASTIZA,0
XVII,1693,INDIO,ESPAÑOLA,0
XVII,1693,INDIO,FEMENINA SIN CATEG.,0
XVII,1693,INDIO,INDIA,9
XVII,1693,INDIO,MESTIZA,0
XVII,1693,INDIO,MORISCA,1
XVII,1693,INDIO,MULATA,0
XVII,1693,INDIO,NEGRA,0
XVII,1693,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1693,MASCULINO SIN CATEG.,ESPAÑOLA,1
XVII,1693,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1693,MASCULINO SIN CATEG.,INDIA,0
XVII,1693,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1693,MASCULINO SIN CATEG.,MORISCA,0
XVII,1693,MASCULINO SIN CATEG.,MULATA,0
XVII,1693,MASCULINO SIN CATEG.,NEGRA,0
XVII,1693,MESTIZO,CASTIZA,0
XVII,1693,MESTIZO,ESPAÑOLA,0
XVII,1693,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1693,MESTIZO,INDIA,0
XVII,1693,MESTIZO,MESTIZA,1
XVII,1693,MESTIZO,MORISCA,0
XVII,1693,MESTIZO,MULATA,0
XVII,1693,MESTIZO,NEGRA,0
XVII,1693,MORISCO,CASTIZA,0
XVII,1693,MORISCO,ESPAÑOLA,0
XVII,1693,MORISCO,FEMENINA SIN CATEG.,0
XVII,1693,MORISCO,INDIA,1
XVII,1693,MORISCO,MESTIZA,0
XVII,1693,MORISCO,MORISCA,0
XVII,1693,MORISCO,MULATA,0
XVII,1693,MORISCO,NEGRA,0
XVII,1693,MULATO,CASTIZA,0
XVII,1693,MULATO,ESPAÑOLA,0
XVII,1693,MULATO,FEMENINA SIN CATEG.,0
XVII,1693,MULATO,INDIA,2
XVII,1693,MULATO,MESTIZA,1
XVII,1693,MULATO,MORISCA,0
XVII,1693,MULATO,MULATA,3
XVII,1693,MULATO,NEGRA,0
XVII,1693,NEGRO,CASTIZA,0
XVII,1693,NEGRO,ESPAÑOLA,0
XVII,1693,NEGRO,FEMENINA SIN CATEG.,0
XVII,1693,NEGRO,INDIA,0
XVII,1693,NEGRO,MESTIZA,0
XVII,1693,NEGRO,MORISCA,0
XVII,1693,NEGRO,MULATA,0
XVII,1693,NEGRO,NEGRA,0
XVII,1694,CASTIZO,CASTIZA,0
XVII,1694,CASTIZO,ESPAÑOLA,0
XVII,1694,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1694,CASTIZO,INDIA,0
XVII,1694,CASTIZO,MESTIZA,0
XVII,1694,CASTIZO,MORISCA,0
XVII,1694,CASTIZO,MULATA,0
XVII,1694,CASTIZO,NEGRA,0
XVII,1694,ESPAÑOL,CASTIZA,0
XVII,1694,ESPAÑOL,ESPAÑOLA,23
XVII,1694,ESPAÑOL,FEMENINA SIN CATEG.,1
XVII,1694,ESPAÑOL,INDIA,0
XVII,1694,ESPAÑOL,MESTIZA,0
XVII,1694,ESPAÑOL,MORISCA,0
XVII,1694,ESPAÑOL,MULATA,0
XVII,1694,ESPAÑOL,NEGRA,0
XVII,1694,INDIO,CASTIZA,0
XVII,1694,INDIO,ESPAÑOLA,0
XVII,1694,INDIO,FEMENINA SIN CATEG.,0
XVII,1694,INDIO,INDIA,33
XVII,1694,INDIO,MESTIZA,1
XVII,1694,INDIO,MORISCA,2
XVII,1694,INDIO,MULATA,3
XVII,1694,INDIO,NEGRA,0
XVII,1694,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1694,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1694,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1694,MASCULINO SIN CATEG.,INDIA,0
XVII,1694,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1694,MASCULINO SIN CATEG.,MORISCA,0
XVII,1694,MASCULINO SIN CATEG.,MULATA,0
XVII,1694,MASCULINO SIN CATEG.,NEGRA,0
XVII,1694,MESTIZO,CASTIZA,0
XVII,1694,MESTIZO,ESPAÑOLA,0
XVII,1694,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1694,MESTIZO,INDIA,1
XVII,1694,MESTIZO,MESTIZA,1
XVII,1694,MESTIZO,MORISCA,0
XVII,1694,MESTIZO,MULATA,0
XVII,1694,MESTIZO,NEGRA,1
XVII,1694,MORISCO,CASTIZA,0
XVII,1694,MORISCO,ESPAÑOLA,0
XVII,1694,MORISCO,FEMENINA SIN CATEG.,0
XVII,1694,MORISCO,INDIA,0
XVII,1694,MORISCO,MESTIZA,0
XVII,1694,MORISCO,MORISCA,0
XVII,1694,MORISCO,MULATA,0
XVII,1694,MORISCO,NEGRA,0
XVII,1694,MULATO,CASTIZA,0
XVII,1694,MULATO,ESPAÑOLA,1
XVII,1694,MULATO,FEMENINA SIN CATEG.,0
XVII,1694,MULATO,INDIA,1
XVII,1694,MULATO,MESTIZA,0
XVII,1694,MULATO,MORISCA,2
XVII,1694,MULATO,MULATA,2
XVII,1694,MULATO,NEGRA,0
XVII,1694,NEGRO,CASTIZA,0
XVII,1694,NEGRO,ESPAÑOLA,0
XVII,1694,NEGRO,FEMENINA SIN CATEG.,0
XVII,1694,NEGRO,INDIA,0
XVII,1694,NEGRO,MESTIZA,0
XVII,1694,NEGRO,MORISCA,0
XVII,1694,NEGRO,MULATA,0
XVII,1694,NEGRO,NEGRA,0
XVII,1695,CASTIZO,CASTIZA,0
XVII,1695,CASTIZO,ESPAÑOLA,0
XVII,1695,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1695,CASTIZO,INDIA,0
XVII,1695,CASTIZO,MESTIZA,0
XVII,1695,CASTIZO,MORISCA,0
XVII,1695,CASTIZO,MULATA,0
XVII,1695,CASTIZO,NEGRA,0
XVII,1695,ESPAÑOL,CASTIZA,0
XVII,1695,ESPAÑOL,ESPAÑOLA,20
XVII,1695,ESPAÑOL,FEMENINA SIN CATEG.,0
XVII,1695,ESPAÑOL,INDIA,1
XVII,1695,ESPAÑOL,MESTIZA,0
XVII,1695,ESPAÑOL,MORISCA,0
XVII,1695,ESPAÑOL,MULATA,0
XVII,1695,ESPAÑOL,NEGRA,0
XVII,1695,INDIO,CASTIZA,0
XVII,1695,INDIO,ESPAÑOLA,0
XVII,1695,INDIO,FEMENINA SIN CATEG.,0
XVII,1695,INDIO,INDIA,3
XVII,1695,INDIO,MESTIZA,0
XVII,1695,INDIO,MORISCA,2
XVII,1695,INDIO,MULATA,0
XVII,1695,INDIO,NEGRA,0
XVII,1695,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1695,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1695,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,1
XVII,1695,MASCULINO SIN CATEG.,INDIA,0
XVII,1695,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1695,MASCULINO SIN CATEG.,MORISCA,0
XVII,1695,MASCULINO SIN CATEG.,MULATA,0
XVII,1695,MASCULINO SIN CATEG.,NEGRA,0
XVII,1695,MESTIZO,CASTIZA,0
XVII,1695,MESTIZO,ESPAÑOLA,0
XVII,1695,MESTIZO,FEMENINA SIN CATEG.,0
XVII,1695,MESTIZO,INDIA,0
XVII,1695,MESTIZO,MESTIZA,0
XVII,1695,MESTIZO,MORISCA,0
XVII,1695,MESTIZO,MULATA,0
XVII,1695,MESTIZO,NEGRA,0
XVII,1695,MORISCO,CASTIZA,0
XVII,1695,MORISCO,ESPAÑOLA,0
XVII,1695,MORISCO,FEMENINA SIN CATEG.,0
XVII,1695,MORISCO,INDIA,0
XVII,1695,MORISCO,MESTIZA,0
XVII,1695,MORISCO,MORISCA,1
XVII,1695,MORISCO,MULATA,0
XVII,1695,MORISCO,NEGRA,0
XVII,1695,MULATO,CASTIZA,0
XVII,1695,MULATO,ESPAÑOLA,0
XVII,1695,MULATO,FEMENINA SIN CATEG.,0
XVII,1695,MULATO,INDIA,4
XVII,1695,MULATO,MESTIZA,1
XVII,1695,MULATO,MORISCA,0
XVII,1695,MULATO,MULATA,1
XVII,1695,MULATO,NEGRA,0
XVII,1695,NEGRO,CASTIZA,0
XVII,1695,NEGRO,ESPAÑOLA,0
XVII,1695,NEGRO,FEMENINA SIN CATEG.,0
XVII,1695,NEGRO,INDIA,0
XVII,1695,NEGRO,MESTIZA,0
XVII,1695,NEGRO,MORISCA,0
XVII,1695,NEGRO,MULATA,0
XVII,1695,NEGRO,NEGRA,0
XVII,1696,CASTIZO,CASTIZA,0
XVII,1696,CASTIZO,ESPAÑOLA,2
XVII,1696,CASTIZO,FEMENINA SIN CATEG.,0
XVII,1696,CASTIZO,INDIA,0
XVII,1696,CASTIZO,MESTIZA,0
XVII,1696,CASTIZO,MORISCA,0
XVII,1696,CASTIZO,MULATA,0
XVII,1696,CASTIZO,NEGRA,0
XVII,1696,ESPAÑOL,CASTIZA,0
XVII,1696,ESPAÑOL,ESPAÑOLA,24
XVII,1696,ESPAÑOL,FEMENINA SIN CATEG.,1
XVII,1696,ESPAÑOL,INDIA,0
XVII,1696,ESPAÑOL,MESTIZA,0
XVII,1696,ESPAÑOL,MORISCA,1
XVII,1696,ESPAÑOL,MULATA,0
XVII,1696,ESPAÑOL,NEGRA,0
XVII,1696,INDIO,CASTIZA,0
XVII,1696,INDIO,ESPAÑOLA,0
XVII,1696,INDIO,FEMENINA SIN CATEG.,0
XVII,1696,INDIO,INDIA,16
XVII,1696,INDIO,MESTIZA,2
XVII,1696,INDIO,MORISCA,2
XVII,1696,INDIO,MULATA,3
XVII,1696,INDIO,NEGRA,0
XVII,1696,MASCULINO SIN CATEG.,CASTIZA,0
XVII,1696,MASCULINO SIN CATEG.,ESPAÑOLA,0
XVII,1696,MASCULINO SIN CATEG.,FEMENINA SIN CATEG.,0
XVII,1696,MASCULINO SIN CATEG.,INDIA,0
XVII,1696,MASCULINO SIN CATEG.,MESTIZA,0
XVII,1696,MASCULINO SIN CATEG.,MORISCA,0
